FID,distance_before
1676,1498.642608
1677,1573.84635
1678,1269.661849
1679,1041.345642
1680,1429.176753
1681,1035.639442
1682,1627.383647
1683,1227.107642
1684,528.5647236
1685,1358.671054
1686,1535.152899
1687,1217.890841
1688,1333.782485
1689,1314.486315
1690,716.3785125
1691,1187.55728
1692,896.7052576
1693,1577.715654
1694,675.5943694
1695,718.8226608
1696,1190.971325
1697,1696.746433
1698,1117.511954
1699,1431.638638
1700,1425.330148
1701,1236.779072
1702,1054.160838
1703,1351.827567
1704,1012.241832
1705,1345.400242
1706,1179.025154
1707,1392.130198
1708,1546.44133
1709,860.8201758
1710,998.2258507
1711,1438.509084
1712,1742.294148
1713,1773.949111
1714,1489.899279
1715,1017.71719
1716,1364.964527
1717,976.3938687
1718,1807.731587
1719,810.2515171
1720,1418.838569
1721,793.3982249
1722,1492.575349
1723,1760.494705
1724,1296.907573
1725,1400.162465
1726,734.3222923
1727,617.7713549
1728,1198.816177
1729,1495.480928
1730,1356.240453
1731,1160.245958
1732,1282.424288
1733,2514.096664
1734,1845.661678
1735,1943.837842
1736,1837.175928
1737,1802.429929
1738,1229.774239
1739,1882.097933
1740,1731.932809
1741,3047.096335
1742,1278.8632
1743,1484.492435
1744,2279.472033
1745,1971.527714
1746,2591.764256
1747,989.9474095
1748,2305.148285
1749,1009.24586
1750,2063.767521
1751,1489.480439
1752,2779.221324
1753,1977.034324
1754,1810.502594
1755,2542.441023
1756,1924.692838
1757,1165.37313
1758,2566.547288
1759,2141.925962
1760,1768.789102
1761,1977.197212
1762,1577.843599
1763,1943.228975
1764,1734.542266
1765,1210.028091
1766,2103.462536
1767,2418.266254
1768,1578.27742
1769,2644.885382
1770,1975.209879
1771,3017.741954
1772,1364.706719
1773,2178.703964
1774,2594.200101
1775,3466.880237
1776,2555.641506
1777,1278.997913
1778,2384.876561
1779,2578.406753
1780,2365.207683
1781,2343.427411
1782,2102.764661
1783,1540.478316
1784,967.325377
1785,2517.269754
1786,2301.690786
1787,2567.911294
1788,2620.011903
1789,2519.901368
1790,1414.3935
1791,1702.241683
1792,3344.1578
1793,1900.857431
1794,2900.905859
1795,2045.022672
1796,873.6330052
1797,1705.688208
1798,1774.046827
1799,2612.213207
1800,1755.773958
1801,1973.379302
1802,2591.62369
1803,3075.011669
1804,2600.244779
1805,2339.581966
1806,1159.057608
1807,2065.158004
1808,3147.180466
1809,2375.750275
1810,2397.671368
1811,1648.115041
1812,1744.923854
1813,1784.757555
1814,1235.148853
1815,3096.371644
1816,2640.624007
1817,889.8169221
1818,2360.885372
1819,2444.076551
1820,1495.971088
1821,1795.121172
1822,1401.349248
1823,2499.843227
1824,1868.814976
1825,2107.450297
1826,990.2304158
1827,2301.094312
1828,1514.938089
1829,1545.568569
1830,2626.217773
1831,2623.490049
1832,1434.408653
1833,2496.661688
1834,3252.253507
1835,2196.378519
1836,1469.867204
1837,2217.989318
1838,1381.976607
1839,2063.376838
1840,1354.291846
1841,3202.221124
1842,1982.226716
1843,2271.762566
1844,2614.343051
1845,1994.923775
1846,3567.958838
1847,2001.590213
1848,3409.746391
1849,1133.9084
1850,1591.279084
1851,2062.980128
1852,1959.821775
1853,2470.4258
1854,1176.233972
1855,1784.878689
1856,1755.117082
1857,894.6204979
1858,2302.095175
1859,1568.756318
1860,2498.155444
1861,2043.761225
1862,2076.434787
1863,1062.112157
1864,1986.081952
1865,1617.871545
1866,1618.818143
1867,3070.711388
1868,1986.514655
1869,2392.647121
1870,2177.474619
1871,2802.291951
1872,1378.337485
1873,3238.700512
1874,900.129611
1875,1520.849265
1876,2120.277495
1877,1507.813076
1878,2265.653952
1879,1369.432693
1880,2070.702905
1881,2950.198119
1882,1955.383249
1883,1907.454607
1884,1972.37968
1885,925.1977332
1886,1972.674238
1887,1061.052982
1888,1453.47521
1889,2386.662656
1890,1260.683135
1891,1496.506263
1892,1569.33477
1893,1712.854335
1894,1893.830162
1895,964.5886634
1896,2973.368245
1897,2057.407418
1898,1698.736638
1899,1726.402536
1900,1769.135543
1901,1852.957053
1902,2291.668343
1903,1829.808405
1904,3365.980255
1905,2600.785038
1906,1919.314311
1907,1586.147393
1908,2250.535905
1909,1343.720446
1910,1834.89246
1911,1911.87447
1912,1831.664994
1913,1348.720768
1914,2061.771257
1915,1166.424509
1916,2421.969847
1917,2168.415503
1918,2543.001274
1919,2026.267329
1920,1656.734728
1921,2612.404656
1922,2606.820657
1923,1627.463906
1924,2176.251595
1925,1930.225321
1926,1591.337604
1927,1029.629443
1928,2598.07152
1929,1452.343414
1930,1881.010485
1931,2809.359258
1932,1819.69194
1933,1714.226749
1934,1315.884873
1935,2052.048637
1936,1308.772597
1937,1518.741863
1938,2932.414513
1939,2995.105362
1940,1341.659576
1941,1367.55371
1942,1580.278599
1943,1420.778871
1944,1257.490632
1945,1976.620863
1946,1631.088391
1947,2232.766718
1948,1937.122287
1949,1293.930219
1950,1883.49019
1951,1918.379409
1952,2345.845271
1953,1854.099258
1954,1631.508655
1955,1222.16642
1956,892.2840086
1957,1501.921486
1958,2606.572691
1959,1071.524972
1960,1820.376092
1961,995.4655723
1962,1490.124262
1963,2924.151797
1964,1479.894467
1965,2940.875583
1966,1079.186962
1967,1263.536936
1968,1881.926284
1969,2092.66961
1970,1477.667506
1971,1602.699064
1972,2409.844468
1973,1041.461272
1974,2601.345691
1975,1223.239339
1976,1341.968499
1977,1794.805718
1978,1120.537825
1979,1844.195583
1980,1508.612043
1981,2442.648117
1982,1020.702573
1983,1763.816783
1984,2170.35039
1985,1303.917824
1986,1591.662883
1987,2280.570464
1988,1508.404779
1989,906.9812154
1990,2348.510927
1991,2619.260746
1992,1461.278478
1993,1454.956421
1994,1658.635051
1995,3448.154444
1996,2044.836066
1997,2268.932977
1998,1789.008448
1999,2273.188344
2000,1679.071979
2001,1982.452359
2002,2469.176004
2003,1565.364344
2004,2975.435535
2005,2481.860792
2006,2637.057695
2007,2268.255241
2008,1426.610429
2009,2542.882481
2010,2384.303222
2011,2098.234779
2012,2348.963255
2013,1605.753634
2014,2062.354175
2015,3041.889271
2016,2505.80883
2017,2304.815646
2018,1966.936282
2019,2012.176905
2020,2332.56312
2021,1660.291898
2022,1419.368134
2023,2122.384738
2024,1023.357807
2025,916.3427807
2026,2137.173188
2027,2580.60182
2028,2941.011943
2029,1626.615665
2030,2634.009401
2031,2074.26293
2032,2464.691901
2033,2335.979522
2034,1953.064453
2035,1752.893058
2036,1533.560402
2037,2530.871479
2038,1590.07976
2039,1971.3572
2040,2924.945186
2041,1983.072368
2042,1985.245659
2043,2061.959877
2044,1426.514095
2045,1718.715692
2046,1854.113364
2047,2663.544632
2048,1841.329605
2049,1752.943334
2050,1620.954512
2051,1438.512709
2052,1663.485487
2053,1868.256299
2054,1715.813656
2055,1387.375177
2056,1353.383791
2057,2222.485496
2058,2523.084626
2059,954.6731909
2060,2316.770519
2061,2321.930464
2062,1048.99166
2063,1967.149372
2064,2044.952483
2065,958.4207118
2066,1638.810625
2067,1065.313871
2068,1850.259266
2069,1569.747714
2070,2632.152049
2071,2151.330767
2072,1735.871054
2073,1165.036559
2074,1635.706805
2075,1379.892544
2076,2198.702825
2077,1961.632955
2078,3051.973301
2079,1880.557607
2080,1637.849701
2081,1661.958099
2082,2603.607234
2083,1006.174665
2084,2085.224054
2085,1288.924292
2086,2393.090205
2087,1436.436865
2088,1794.783098
2089,1548.284809
2090,2097.68989
2091,2582.962164
2092,1614.569088
2093,1129.760751
2094,1259.525033
2095,1454.638825
2096,1335.695789
2097,1780.430079
2098,1864.128357
2099,1729.401615
2100,2060.12439
2101,1857.644311
2102,2515.006662
2103,2870.776479
2104,1973.746436
2105,1723.622723
2106,1640.54008
2107,2267.865312
2108,1261.344012
2109,899.6121376
2110,1594.453125
2111,2278.656411
2112,1135.195023
2113,2599.68984
2114,2487.685865
2115,847.9066989
2116,2278.570794
2117,2792.785325
2118,2491.484124
2119,1449.315238
2120,2124.332022
2121,1696.702962
2122,1003.368678
2123,2388.174926
2124,1453.898777
2125,2448.736352
2126,3046.794796
2127,1332.576213
2128,1891.204373
2129,1494.341333
2130,1814.286283
2131,2074.61224
2132,1178.829284
2133,3010.010144
2134,1324.182813
2135,2219.450901
2136,2566.225962
2137,1807.342975
2138,2813.929734
2139,1916.688289
2140,3052.058336
2141,2435.505346
2142,2711.872418
2143,2117.070265
2144,2238.476886
2145,1837.418419
2146,1874.124986
2147,1776.342849
2148,1282.690261
2149,2547.982709
2150,1371.895301
2151,1842.4337
2152,1569.473592
2153,1266.579778
2154,2249.897643
2155,2361.340609
2156,2350.337979
2157,1179.605403
2158,1592.868071
2159,2002.544959
2160,2703.454202
2161,2290.747224
2162,2496.152436
2163,1307.080981
2164,1149.498785
2165,2437.026205
2166,2855.491015
2167,1011.6263
2168,1294.536461
2169,1468.676092
2170,1390.822081
2171,2328.749547
2172,1605.466804
2173,2881.573262
2174,1917.34709
2175,2358.791481
2176,1438.954874
2177,1139.128665
2178,2474.517926
2179,2600.418075
2180,1912.773061
2181,2964.394919
2182,2597.08559
2183,1502.41457
2184,2360.225822
2185,2133.483894
2186,2228.569122
2187,2076.066317
2188,1379.015972
2189,1031.55947
2190,1765.445632
2191,2943.946133
2192,2685.637039
2193,1563.229008
2194,2098.986433
2195,1778.464243
2196,1638.276428
2197,2159.431119
2198,1349.113365
2199,2565.702731
2200,1212.922545
2201,2444.600067
2202,3212.464858
2203,2126.347272
2204,2649.5477
2205,1715.305912
2206,1491.296077
2207,2389.750853
2208,2076.603414
2209,1522.468231
2210,2004.955808
2211,1352.654322
2212,2063.28173
2213,2781.355043
2214,1767.48775
2215,1655.309171
2216,2108.368583
2217,1961.109254
2218,2138.180799
2219,1352.454364
2220,2193.6832
2221,1756.662766
2222,2560.968642
2223,2668.177292
2224,1323.825004
2225,1385.458967
2226,1109.009991
2227,1098.164536
2228,1819.925896
2229,1980.715428
2230,2841.822582
2231,1181.233031
2232,2104.916057
2233,1527.699762
2234,2918.908738
2235,1105.489072
2236,1901.599768
2237,1198.251362
2238,1734.502876
2239,1191.386114
2240,1182.122707
2241,2275.554637
2242,2589.670007
2243,1164.290957
2244,1514.04954
2245,2487.931446
2246,2326.761006
2247,3005.88302
2248,1666.035262
2249,1669.554516
2250,1892.138436
2251,1903.461508
2252,1772.785559
2253,1703.816468
2254,2616.091816
2255,2027.731291
2256,2519.383361
2257,921.5598702
2258,2360.150926
2259,1585.072411
2260,1844.367033
2261,914.8431075
2262,1314.031729
2263,1986.41581
2264,885.349766
2265,1279.833388
2266,950.0430569
2267,1868.021315
2268,2436.073356
2269,971.1237703
2270,1529.027894
2271,1882.145573
2272,1270.851726
2273,2225.288202
2274,2075.56652
2275,3025.522239
2276,1470.080305
2277,2626.717795
2278,1940.704228
2279,2410.981356
2280,2040.780982
2281,1920.54263
2282,1975.046991
2283,1355.041315
2284,2452.496222
2285,2525.063158
2286,2816.154934
2287,2003.199114
2288,2336.811649
2289,1820.18836
2290,2476.312932
2291,1612.11007
2292,2563.642257
2293,1895.930096
2294,1688.578894
2295,2480.689007
2296,1585.608343
2297,2194.483304
2298,1713.02293
2299,1991.016534
2300,1282.200103
2301,2225.155141
2302,1248.60832
2303,2651.046172
2304,1227.583525
2305,1075.154637
2306,1402.57615
2307,2905.173624
2308,1132.493273
2309,2557.449239
2310,1229.836331
2311,1224.584535
2312,2472.186663
2313,1663.713303
2314,1485.518825
2315,1270.233761
2316,1164.544844
2317,2274.373266
2318,2352.959063
2319,3243.369337
2320,1791.084732
2321,1463.898237
2322,1979.322641
2323,2584.151763
2324,2510.269514
2325,1233.231118
2326,3006.257406
2327,1544.747994
2328,2804.805683
2329,2623.974606
2330,1045.031319
2331,1445.348747
2332,1639.746387
2333,1385.134043
2334,2893.252885
2335,1750.887159
2336,2027.407362
2337,1704.746751
2338,3053.234103
2339,1869.071988
2340,1664.234177
2341,3625.549977
2342,1545.529342
2343,1860.59573
2344,2447.62837
2345,1502.423654
2346,1410.136255
2347,2997.545226
2348,2186.139603
2349,1437.29079
2350,1644.790725
2351,1809.537487
2352,1970.608338
2353,1615.632603
2354,2023.046712
2355,2453.722811
2356,1097.81527
2357,2921.943427
2358,1796.45416
2359,1103.188214
2360,2248.005513
2361,1974.491241
2362,1732.376281
2363,1785.078728
2364,1026.243487
2365,1979.479001
2366,1927.025287
2367,3027.39301
2368,2045.803173
2369,1784.076505
2370,2623.123004
2371,2085.387033
2372,3364.192154
2373,2918.365092
2374,873.983925
2375,1492.130569
2376,918.6805077
2377,1758.13161
2378,1800.384419
2379,2061.40697
2380,1367.02937
2381,1212.041167
2382,3356.662347
2383,1679.496518
2384,2587.740227
2385,1991.554997
2386,2074.071557
2387,2818.46609
2388,1811.131233
2389,1485.385419
2390,2411.383576
2391,2775.335519
2392,2494.306117
2393,2366.701832
2394,2329.669868
2395,2318.625025
2396,2368.276238
2397,1112.903802
2398,1333.849898
2399,1621.463566
2400,1291.400259
2401,1881.216186
2402,2044.550516
2403,2549.295224
2404,1552.098876
2405,1970.380549
2406,2507.997771
2407,1801.695094
2408,2856.678627
2409,2125.395292
2410,1704.972322
2411,1880.427838
2412,1793.685672
2413,2156.930528
2414,1819.980057
2415,2916.978453
2416,1467.697612
2417,1661.164138
2418,1601.795909
2419,2302.346613
2420,1518.543483
2421,1287.752949
2422,2532.744424
2423,1144.847194
2424,1827.178947
2425,2933.401241
2426,2645.624857
2427,1158.189027
2428,1803.604268
2429,2002.505986
2430,1171.570831
2431,1942.357236
2432,2053.39154
2433,2590.550566
2434,1303.308414
2435,1713.77229
2436,2584.843569
2437,1658.809694
2438,925.6917456
2439,2567.875942
2440,1294.673699
2441,1833.17554
2442,2232.541969
2443,1815.162255
2444,2715.814071
2445,1267.046897
2446,1982.202571
2447,1124.733554
2448,2057.248848
2449,1144.14444
2450,2386.420643
2451,1543.670434
2452,2565.571085
2453,1060.097126
2454,1735.943634
2455,2199.991155
2456,1195.808468
2457,1857.977811
2458,2064.636296
2459,1552.793662
2460,2417.986926
2461,1637.849636
2462,1680.997777
2463,2991.572247
2464,1681.762791
2465,1000.956898
2466,1543.389482
2467,1510.512802
2468,2444.460725
2469,1535.43925
2470,1305.319858
2471,1818.266258
2472,1594.132019
2473,1435.252197
2474,2059.23712
2475,2860.234611
2476,1685.147131
2477,1143.83881
2478,2753.505664
2479,1940.849959
2480,2343.945546
2481,2011.449715
2482,2385.446323
2483,1095.931027
2484,951.5953592
2485,3133.172256
2486,1106.622175
2487,2253.268581
2488,2023.463845
2489,2324.567538
2490,2555.639776
2491,2444.557256
2492,3357.44611
2493,1418.60213
2494,1259.785388
2495,1323.509321
2496,1855.425878
2497,1768.18913
2498,2851.615815
2499,1403.431443
2500,1981.942396
2501,1482.628601
2502,1539.911145
2503,1270.614711
2504,2489.617265
2505,3291.076494
2506,2175.159942
2507,900.5965586
2508,2413.578655
2509,2539.527437
2510,2150.309438
2511,1404.473782
2512,1675.43898
2513,1801.682929
2514,1867.402706
2515,1826.439513
2516,1333.627926
2517,1722.486557
2518,1750.628523
2519,926.5434683
2520,1747.565434
2521,3022.216951
2522,1647.063693
2523,1043.557868
2524,1855.140146
2525,1937.382783
2526,1786.119812
2527,1822.283157
2528,2353.074888
2529,1667.440532
2530,2542.429436
2531,1417.761873
2532,2608.399364
2533,2321.890259
2534,2954.383051
2535,2132.302034
2536,2534.567051
2537,2615.792604
2538,2390.681885
2539,2473.843552
2540,1731.343714
2541,1328.996116
2542,1334.060435
2543,1893.794732
2544,2495.068046
2545,2009.131854
2546,1251.698973
2547,2539.384776
2548,2430.513136
2549,1865.420918
2550,2555.830468
2551,2455.657346
2552,2062.291945
2553,1062.708746
2554,3022.330138
2555,2310.086037
2556,1122.391921
2557,1578.644349
2558,1305.451999
2559,2042.448842
2560,2534.682674
2561,2182.580687
2562,2192.944684
2563,1969.923099
2564,2169.274856
2565,1411.537649
2566,2021.010339
2567,1434.309602
2568,1112.089614
2569,1357.741117
2570,1225.791373
2571,1019.689213
2572,1288.474289
2573,1072.264487
2574,1043.028471
2575,1162.185131
2576,1502.805146
2577,3192.951391
2578,1977.625524
2579,2079.665952
2580,1613.237574
2581,989.3218433
2582,1184.741267
2583,1030.896245
2584,1002.67096
2585,1308.494587
2586,1162.57105
2587,1510.529464
2588,969.1431813
2589,735.7813661
2590,735.8932268
2591,902.3989446
2592,1026.733706
2593,1741.967919
2594,1554.563751
2595,1355.036723
2596,1190.261566
2597,1590.370197
2598,756.7870554
2599,984.5368922
2600,1394.617395
2601,814.8569819
2602,684.9750032
2603,1395.324583
2604,867.8037477
2605,200.0703935
2606,379.5321567
2607,2121.857339
2608,933.9533631
2609,1764.72155
2610,1213.547696
2611,871.0752986
2612,1531.784758
2613,313.434904
2614,716.9177632
2615,1179.205388
2616,784.3681834
2617,1106.95149
2618,1191.624422
2619,341.7327321
2620,356.7326078
2621,1555.519721
2622,1040.03515
2623,1214.627441
2624,1001.166273
2625,1200.650887
2626,1417.371375
2627,646.442649
2628,2062.308385
2629,1210.768889
2630,1235.515292
2631,1768.509644
2632,1074.291921
2633,1684.238468
2634,1045.259697
2635,775.6254705
2636,639.5461162
2637,1977.045346
2638,1198.480164
2639,877.6793953
2640,1344.827475
2641,919.9187939
2642,327.7917503
2643,879.3486136
2644,1038.585058
2645,1365.803294
2646,163.7719336
2647,1204.157814
2648,1303.232697
2649,1047.646158
2650,1327.592852
2651,1654.047918
2652,478.1374584
2653,405.7888258
2654,1570.978389
2655,1208.676597
2656,1995.89007
2657,1214.476596
2658,716.3795784
2659,1556.670024
2660,761.7156783
2661,712.1077855
2662,799.7180619
2663,822.9748806
2664,1538.481362
2665,818.9538929
2666,986.0997797
2667,1781.380107
2668,1004.966967
2669,2065.298102
2670,1172.993258
2671,1858.289109
2672,1054.589275
2673,271.9929835
2674,1487.85104
2675,1410.091059
2676,1160.665347
2677,1883.338893
2678,476.8591194
2679,1234.492466
2680,916.4425693
2681,465.8853109
2682,1499.217302
2683,296.0956821
2684,368.7230652
2685,925.8561557
2686,533.8269142
2687,877.6480277
2688,881.3445268
2689,963.2082732
2690,231.4648754
2691,1672.637792
2692,1470.515712
2693,727.6665825
2694,493.3135828
2695,1680.425695
2696,686.5167605
2697,1668.347593
2698,358.7594054
2699,1752.274192
2700,810.0696708
2701,1084.07692
2702,1239.375744
2703,1219.419007
2704,964.3471208
2705,767.4308807
2706,953.6730578
2707,607.4893126
2708,1435.409024
2709,1754.279081
2710,1030.444071
2711,1589.034734
2712,1590.320576
2713,1393.401832
2714,945.6555038
2715,1093.153788
2716,394.5991473
2717,1947.341384
2718,929.9656964
2719,1323.806105
2720,1100.970473
2721,1614.098898
2722,1270.421279
2723,1285.69165
2724,838.498861
2725,1030.454382
2726,1614.209869
2727,958.2540484
2728,881.2781838
2729,912.6775763
2730,203.4060722
2731,2016.05344
2732,1593.026931
2733,1429.884234
2734,1461.577442
2735,830.0466703
2736,1895.493843
2737,1353.732276
2738,1896.484499
2739,786.4184301
2740,1370.524063
2741,1130.068066
2742,216.0513764
2743,1074.236015
2744,1875.847801
2745,260.6567353
2746,1805.741807
2747,1306.609362
2748,978.0166335
2749,1397.188844
2750,1424.41296
2751,1496.708971
2752,598.1838789
2753,1344.617272
2754,1056.091701
2755,1188.409509
2756,1089.110447
2757,792.3656299
2758,410.4650732
2759,651.7902125
2760,1131.554479
2761,1353.004727
2762,1238.176273
2763,1121.512695
2764,610.6867893
2765,902.4491508
2766,1838.157133
2767,644.7652352
2768,481.3951317
2769,1498.565335
2770,594.850949
2771,1529.686444
2772,689.1518903
2773,1389.578576
2774,1685.42232
2775,1668.871366
2776,299.7853609
2777,501.2926452
2778,1089.719414
2779,2057.381717
2780,1206.476584
2781,991.2994043
2782,2072.90636
2783,1283.156906
2784,896.1898835
2785,927.3575996
2786,764.3899902
2787,790.2951608
2788,1124.56932
2789,1594.188914
2790,947.9936888
2791,1297.95942
2792,1627.145672
2793,1709.03526
2794,1877.057104
2795,1378.542576
2796,436.7213705
2797,511.8598964
2798,1438.0471
2799,919.431803
2800,923.3455367
2801,1155.657996
2802,715.837198
2803,1153.857182
2804,1132.84074
2805,437.3756023
2806,1392.180619
2807,559.4815621
2808,976.1240646
2809,246.2708391
2810,1197.077287
2811,1165.648257
2812,442.9973107
2813,991.5070529
2814,1728.456332
2815,1441.289314
2816,848.6310891
2817,1239.521977
2818,1062.879293
2819,1083.619661
2820,942.2116449
2821,1002.717814
2822,1192.332267
2823,732.5190553
2824,1857.124589
2825,1322.671494
2826,847.1513201
2827,1153.909132
2828,759.0821828
2829,1266.386893
2830,799.6051626
2831,920.7973239
2832,1651.048493
2833,1213.679593
2834,425.8681704
2835,1189.928995
2836,1543.148493
2837,1822.790052
2838,1204.930018
2839,1187.284384
2840,1188.709467
2841,908.7074918
2842,1164.287799
2843,396.8908614
2844,388.5853214
2845,1673.443053
2846,1379.225212
2847,1513.036127
2848,1404.856191
2849,1004.108425
2850,1130.040944
2851,1210.204022
2852,927.4715582
2853,1310.421818
2854,978.9043774
2855,1369.960664
2856,1223.924821
2857,1126.325484
2858,1176.933159
2859,1054.036467
2860,1562.806739
2861,1175.342956
2862,1437.765171
2863,1189.382364
2864,1312.103883
2865,792.409854
2866,750.1182005
2867,1284.460183
2868,1379.574329
2869,1439.249714
2870,807.7836635
2871,652.5804027
2872,1777.367932
2873,700.4062373
2874,896.1332549
2875,1657.980742
2876,1631.62554
2877,756.2669832
2878,993.248336
2879,1488.959893
2880,1608.079544
2881,618.8624121
2882,2153.054615
2883,1342.051446
2884,1496.542235
2885,159.1384595
2886,1004.278542
2887,1502.062843
2888,1642.905057
2889,713.2817003
2890,1319.045
2891,1516.99772
2892,1601.47149
2893,2038.647669
2894,1325.238421
2895,1152.22251
2896,737.9369283
2897,1581.986979
2898,764.8536116
2899,904.0825678
2900,1323.587479
2901,727.8460033
2902,1318.087428
2903,1139.966559
2904,725.0494621
2905,1632.81583
2906,1688.737697
2907,761.3741945
2908,1368.169462
2909,1212.497096
2910,1086.965849
2911,741.7892438
2912,659.2057261
2913,726.8031454
2914,1303.756816
2915,978.3442348
2916,493.4981442
2917,415.2654099
2918,1646.254012
2919,1877.999832
2920,938.1211015
2921,726.9265715
2922,1289.156952
2923,1705.687665
2924,493.5185605
2925,1117.221052
2926,612.0106347
2927,1230.921032
2928,1159.919856
2929,2018.044253
2930,923.3161933
2931,1305.074887
2932,1012.249764
2933,1436.177693
2934,1497.35684
2935,1212.704091
2936,242.0530689
2937,557.7586649
2938,1371.758958
2939,1148.974917
2940,1454.942652
2941,2126.686448
2942,1873.762504
2943,150.2772821
2944,1035.299366
2945,1780.655137
2946,953.7605969
2947,1395.349763
2948,386.7108571
2949,1022.269234
2950,582.3849504
2951,1633.562692
2952,1448.856
2953,1016.264292
2954,1442.079666
2955,670.3527822
2956,772.6796927
2957,1193.575633
2958,1381.04655
2959,1968.319443
2960,437.2197743
2961,122.1873455
2962,1709.445205
2963,2201.955414
2964,941.8108181
2965,1717.899155
2966,1521.349219
2967,1936.357397
2968,1307.92409
2969,1281.218431
2970,1189.05363
2971,1001.695959
2972,709.7269353
2973,2056.870026
2974,1072.827163
2975,1975.753044
2976,483.2649219
2977,1419.577556
2978,787.8881699
2979,723.2368316
2980,1818.861602
2981,1883.363103
2982,1073.852018
2983,1190.227398
2984,766.9978119
2985,461.5419792
2986,1173.875182
2987,1527.231535
2988,901.1524954
2989,620.3984779
2990,832.279635
2991,1748.482012
2992,1184.369951
2993,1417.872362
2994,1617.841321
2995,736.69948
2996,1682.538167
2997,1018.827772
2998,628.4590266
2999,2056.860764
3000,1573.236072
3001,1224.730462
3002,1117.168462
3003,1190.335306
3004,1839.200038
3005,937.9872622
3006,592.8463175
3007,658.2137131
3008,1198.207409
3009,1181.673693
3010,1379.034947
3011,1076.093787
3012,1400.532673
3013,1142.509598
3014,2097.316105
3015,1024.577021
3016,486.591796
3017,279.0717115
3018,1348.78347
3019,741.221594
3020,355.675834
3021,748.5403623
3022,951.2474712
3023,1397.099232
3024,1190.336867
3025,1726.946102
3026,1708.606243
3027,1180.958808
3028,1319.864945
3029,1007.725952
3030,1972.60382
3031,723.2902198
3032,1210.42761
3033,1124.973957
3034,929.1853427
3035,933.973808
3036,271.2502039
3037,1057.95204
3038,951.2557828
3039,923.7386318
3040,1497.8242
3041,1327.668755
3042,1826.606958
3043,614.5421986
3044,1453.22152
3045,407.3091343
3046,1344.496268
3047,703.8377601
3048,286.646627
3049,1068.270257
3050,1171.251129
3051,1308.692596
3052,1506.673155
3053,567.9433657
3054,1320.794813
3055,603.6843545
3056,1341.147715
3057,1013.77938
3058,1042.227222
3059,756.1456784
3060,139.2553464
3061,1068.025552
3062,1858.474044
3063,1896.754235
3064,1080.314644
3065,991.5649894
3066,1281.415479
3067,136.0003335
3068,1146.353946
3069,1286.412624
3070,1161.231049
3071,1790.909499
3072,1273.8883
3073,1483.060781
3074,1208.220552
3075,1168.231527
3076,1134.300116
3077,1034.943881
3078,934.711407
3079,1106.481147
3080,267.2165075
3081,1769.678324
3082,1748.19654
3083,522.9683456
3084,1836.301655
3085,1031.696899
3086,1658.455613
3087,1717.32729
3088,595.4093172
3089,1185.594492
3090,1197.896215
3091,836.3489328
3092,1032.139479
3093,101.5097779
3094,1383.130198
3095,633.4681673
3096,1545.671109
3097,753.3989149
3098,1305.907674
3099,1121.330941
3100,1184.513344
3101,1227.269478
3102,645.6941692
3103,370.5001437
3104,1306.941694
3105,1119.706942
3106,1045.315306
3107,609.0068737
3108,1097.809679
3109,1070.697878
3110,1017.989221
3111,1622.844795
3112,1150.439285
3113,1540.943161
3114,749.7117642
3115,1180.230392
3116,1452.413415
3117,2105.301389
3118,425.6190273
3119,811.5023935
3120,1121.315449
3121,938.6275148
3122,907.1639917
3123,1587.321927
3124,910.540549
3125,1524.765807
3126,1043.518834
3127,770.100435
3128,1301.710288
3129,950.5234352
3130,253.1115114
3131,1888.817686
3132,1716.0945
3133,1213.821957
3134,794.086375
3135,1426.699172
3136,951.6209563
3137,1140.913397
3138,1007.459296
3139,1296.545329
3140,1722.34829
3141,1370.554506
3142,1102.510553
3143,1727.914591
3144,917.2366117
3145,381.093282
3146,905.515781
3147,1727.365701
3148,295.1118429
3149,930.7704589
3150,1647.138118
3151,721.5351755
3152,963.2555987
3153,697.2194429
3154,430.1925096
3155,386.1354593
3156,1055.296945
3157,1055.608142
3158,217.5886048
3159,1228.275828
3160,1876.880258
3161,789.4399182
3162,1366.303929
3163,214.2264065
3164,1484.17425
3165,1387.646174
3166,1659.275308
3167,1815.442795
3168,1895.332611
3169,213.5544205
3170,826.4987514
3171,2001.447444
3172,1876.753798
3173,1044.86202
3174,1142.493249
3175,551.499031
3176,1660.55439
3177,1606.955723
3178,856.0100988
3179,1663.336081
3180,729.1241346
3181,637.3432906
3182,1049.387933
3183,1031.853999
3184,1199.794978
3185,1692.974988
3186,1956.000131
3187,305.1649693
3188,1412.310173
3189,1557.866414
3190,1599.371383
3191,1445.421792
3192,838.6823666
3193,1686.836832
3194,278.4453658
3195,984.6786456
3196,933.8793097
3197,1302.824651
3198,763.5481591
3199,919.9745565
3200,918.3439092
3201,1000.433019
3202,314.1336306
3203,959.1662551
3204,958.9167442
3205,1261.324114
3206,859.8366662
3207,1473.404032
3208,1349.658838
3209,1522.003907
3210,1505.089278
3211,794.7634471
3212,945.6722758
3213,1752.24586
3214,693.677648
3215,1038.243116
3216,731.9494152
3217,997.170321
3218,2095.256908
3219,978.9539565
3220,375.8967182
3221,1056.905629
3222,1053.282298
3223,947.0570656
3224,968.2230463
3225,1151.054856
3226,931.6826924
3227,1090.766592
3228,1038.432984
3229,1035.294246
3230,770.1075057
3231,1557.825107
3232,877.861741
3233,660.1632283
