FID,distance_before
343,820.787319
344,698.5038754
345,532.384442
346,346.6085538
347,461.6149515
348,487.907907
349,428.67869
350,157.4650166
351,296.5792565
352,1071.004962
353,243.4594452
354,1711.098438
355,1546.083226
356,854.5883507
357,195.5154902
358,349.1349571
359,632.4215009
360,953.5491241
361,199.1251785
362,84.53245683
363,956.8782441
364,582.444748
365,644.260656
366,1099.045699
367,566.3457186
368,1032.470886
369,476.6892171
370,160.0577197
371,1674.044864
372,194.5565808
373,575.7414319
374,1698.482411
375,394.9168654
376,213.7047704
377,759.6728754
378,1696.246383
379,317.22574
380,825.278339
381,755.7450681
382,377.4954859
383,137.1004048
384,840.1977818
385,89.09506828
386,664.1046859
387,365.2400836
388,377.2036971
389,669.6239263
390,921.6178763
391,1256.781175
392,1638.943098
393,192.3399454
394,517.775957
395,1041.818056
396,1368.224227
397,772.9588501
398,829.1795832
399,970.4212
400,180.9107939
401,245.328785
402,297.6650164
403,183.3323104
404,397.3976983
405,664.0417051
406,864.3205171
407,475.8207871
408,198.4984974
409,340.361665
410,423.180305
411,412.9430174
412,1328.182551
413,958.3410526
414,188.8377682
415,362.7311899
416,344.8778127
417,378.8897488
418,417.1539687
419,859.5717763
420,395.5311259
421,81.40058566
422,993.1845009
423,709.4230714
424,278.6065293
425,340.4108687
426,1342.222439
427,673.3330798
428,688.3601704
429,560.0421705
430,752.9905444
431,424.5107545
432,977.0318044
433,651.2470817
434,412.2286219
435,924.4659897
436,254.2661291
437,238.298045
438,934.513688
439,457.4538702
440,1431.586095
441,430.7761916
442,1761.071297
443,984.4895074
444,597.3834322
445,419.9635257
446,584.3614967
447,360.9732535
448,138.1219034
449,954.0126643
450,357.785123
451,1442.667072
452,364.3924477
453,762.2609
454,315.8498368
455,233.5604486
456,225.1224718
457,1346.282169
458,842.58437
459,680.7169119
460,533.5107567
461,1535.480536
462,226.6034305
463,882.7456692
464,1384.954524
465,1369.968359
466,585.0073815
467,299.3516563
468,288.4309378
469,679.4353685
470,778.311264
471,1646.02709
472,1619.830466
473,205.1498011
474,250.9052497
475,1278.848053
476,381.6137773
477,732.0696608
478,354.3611063
479,665.6302386
480,601.7585141
481,1721.102526
482,981.4416992
483,774.8980728
484,525.2343857
485,850.3281889
486,468.0856474
487,317.1472546
488,1372.897954
489,816.2239566
490,897.9681756
491,315.5006301
492,723.2627887
493,198.9400371
494,1392.65988
495,1773.459971
496,814.9147915
497,893.2673126
498,541.9707255
499,1394.793135
500,745.5172978
501,1495.339891
502,467.3963419
503,761.866786
504,357.3550143
505,380.1409243
506,1672.200962
507,1194.563139
508,366.4084613
509,1583.538296
510,1200.167602
511,329.1317645
512,947.84282
513,438.2234153
514,755.5294652
515,1025.574124
516,1645.970547
517,151.393107
518,1002.735204
519,626.5307609
520,276.151096
521,419.0962935
522,210.7405948
523,276.2383068
524,78.12932812
525,317.6502432
526,1192.779142
527,1784.490722
528,1106.102439
529,124.2832047
530,1212.765797
531,726.3077633
532,713.7145168
533,790.4431639
534,932.1675312
535,369.3551292
536,892.7655867
537,401.6103283
538,646.6816434
539,1546.276195
540,498.5572252
541,347.9052136
542,1257.851145
543,525.7623818
544,270.5866825
545,814.4553795
546,767.9174472
547,877.5414347
548,1008.088063
549,821.2749463
550,256.1885038
551,1357.39078
552,709.7874448
553,530.4575775
554,862.4119002
555,349.2840031
556,651.4598077
557,354.0697067
558,979.0649467
559,1096.671029
560,879.634425
561,535.049062
562,483.68471
563,955.5331504
564,838.6209441
565,688.4269671
566,907.0146507
567,896.6838288
568,458.2267228
569,167.8725588
570,441.3836203
571,888.6640429
572,870.6161257
573,847.3040258
574,342.1038146
575,631.835998
576,669.8482904
577,770.5660784
578,661.4396475
579,278.7029826
580,612.1427622
581,798.7881131
582,561.787896
583,695.6961697
584,340.7289835
585,517.2975335
586,1055.384001
587,843.4870959
588,984.3238881
589,440.4508723
590,510.0181368
591,820.6614393
592,787.8445581
593,688.1621936
594,402.0291435
595,449.3101494
596,950.468006
597,1021.427233
598,374.4187614
599,499.6731025
600,321.258793
601,349.5141811
602,1280.766002
603,1321.604586
604,693.2093326
605,758.2054823
606,1176.834642
607,1162.479411
608,816.0301334
609,879.8728982
610,348.6471478
611,382.374004
612,775.9740982
613,620.0782239
614,1125.447765
615,1015.715378
616,981.9689277
617,967.5074498
618,1194.438044
619,1233.175441
620,870.9164026
621,681.0873183
622,640.9857036
623,357.4358182
624,1422.826314
625,1179.878098
626,422.766517
627,1141.456908
628,670.2089594
629,925.4218378
630,980.8370433
631,761.6661566
632,449.2723368
633,354.542588
634,195.7485088
635,262.4720396
636,1527.138422
637,927.2528279
638,1289.400361
639,857.276604
640,500.3331887
641,425.9352565
642,373.4247223
643,373.3914527
644,349.7127297
645,738.1676207
646,1409.508381
647,877.8392063
648,1351.385333
649,787.2769893
650,579.1671639
651,271.1660971
652,601.5130244
653,296.530965
654,1208.668616
655,1370.489941
656,320.2854543
657,1240.209167
658,444.9779409
659,284.8994737
660,458.4555405
661,443.7561708
662,1092.798749
663,353.7504233
664,1129.172265
665,900.881369
666,625.7283402
667,944.8887498
668,430.2212661
669,1427.68249
670,249.3617814
671,1313.611973
672,1247.845941
673,834.6396441
674,467.9321873
675,853.8843712
676,1188.904056
677,1083.596532
678,583.4740633
679,943.2183367
680,1031.065311
681,337.2318504
682,568.0636526
683,1385.447809
684,770.7294479
685,999.624396
686,658.8508578
687,222.7012443
688,1176.242615
689,966.3726357
690,908.6580671
691,345.0987926
692,1054.106182
693,354.6041794
694,1046.089054
695,1255.924179
696,573.8385282
697,747.7992327
698,1489.759072
699,675.2923089
700,855.1799511
701,894.3494633
702,1057.786439
703,1024.841199
704,1027.237932
705,836.2957258
706,366.5947927
707,506.3308285
708,423.3710817
709,1148.421323
710,720.6905755
711,380.3979661
712,1246.031174
713,1064.342749
714,460.0048393
715,751.1797329
716,1114.271043
717,500.788861
718,980.9821062
719,267.1048333
720,809.071543
721,631.6529271
722,1410.999062
723,1162.523099
724,1139.260277
725,849.0078612
726,504.7024484
727,955.2590421
728,1138.24133
729,796.1276355
730,689.4895299
731,211.3645644
732,519.5038187
733,700.6479351
734,1222.661389
735,1204.100684
736,889.3043613
737,516.6088622
738,1449.121375
739,279.9660519
740,1156.714054
741,780.5195012
742,309.0027596
743,1019.88102
744,937.9394666
745,771.940138
746,332.6993942
747,1223.601076
748,799.7537396
749,871.0483495
750,1087.202074
751,591.4881674
752,599.1746345
753,771.5312261
754,700.5422721
755,519.7313016
756,1224.007448
757,605.9488017
758,1042.012319
759,495.7966249
760,1142.274705
761,452.4584404
762,727.7710113
763,854.1726933
764,375.8501923
765,993.6366699
766,807.4372663
767,356.9517119
768,905.684568
769,1053.951085
770,620.3061421
771,458.2942048
772,508.9288289
773,876.713507
774,1190.892513
775,787.573134
776,1224.513966
777,957.9317675
778,719.6976809
779,618.3037983
780,224.9817361
781,975.3563694
782,1097.133991
783,1056.113978
784,825.1082267
785,1060.262992
786,1043.103836
787,1003.356447
788,750.8062081
789,1180.984352
790,995.1660795
791,891.9499858
792,704.1423879
793,879.8193397
794,1195.868213
795,1158.953579
796,654.6980631
797,1089.055867
798,647.6034004
799,467.9287888
800,323.2525523
801,888.1879712
802,945.9380236
803,755.2110077
804,1328.269982
805,755.2212406
806,852.1991658
807,336.0180659
808,1097.879191
809,541.5460727
810,445.2885511
811,1241.564403
812,191.8240839
813,945.3642616
814,1357.414036
815,141.4000247
816,386.3972078
817,827.5815376
818,1297.34847
819,942.107886
820,367.0047592
821,929.5013465
822,272.4078781
823,1309.638336
824,485.3831102
825,926.4616299
826,903.8364112
827,507.4113331
828,812.9665176
829,1069.312146
830,859.3205225
831,399.3723919
832,508.5399017
833,1292.685223
834,494.6300249
835,465.0612909
836,192.862778
837,1416.107604
838,717.8711633
839,899.3067227
840,803.6774388
841,615.1408384
842,934.9767046
843,1113.071358
844,762.9010801
845,1331.872364
846,753.4005348
847,602.5217265
848,801.2475307
849,1105.354258
850,756.8913031
851,1559.070826
852,195.8836524
853,945.1975512
854,514.4146049
855,704.5185659
856,798.5668411
857,242.0828579
858,952.2272105
859,755.3991815
860,453.3991347
861,783.8727087
862,434.2029372
863,291.2850968
864,1078.334971
865,1221.779847
866,867.6094627
867,509.3606871
868,634.254637
869,825.6581734
870,1089.904539
871,1020.016176
872,722.8820174
873,463.8521437
874,721.5202692
875,915.2969314
876,964.9344333
877,985.0922129
878,325.7895585
879,1397.197752
880,506.2054693
881,830.3081888
882,411.686084
883,748.9625779
884,597.0382867
885,474.06494
886,1121.876135
887,845.7004268
888,1245.908007
889,311.2774527
890,475.6424179
891,1395.413747
892,898.2559662
893,1055.741335
894,625.901685
895,263.7500636
896,809.8069487
897,679.4779928
898,621.2366856
899,754.9543327
900,1284.314499
901,358.7403892
902,958.0359078
903,674.1432727
904,1442.018797
905,803.3914019
906,376.1828505
907,958.4160359
908,1314.451717
909,690.6973655
910,1388.152995
911,1326.57096
912,432.5790675
913,348.0166354
914,1069.728537
915,283.725696
916,522.359664
917,870.0205156
918,1155.459526
919,1196.169537
920,416.2639632
921,735.5278715
922,234.7022814
923,645.09659
924,994.8731919
925,807.4078532
926,353.4128657
927,982.2353813
928,641.0717296
929,690.0960754
930,430.4033476
931,1116.402899
932,929.7647425
933,948.4723524
934,536.7338753
935,1157.14864
936,1256.201213
937,532.0607307
938,1232.529936
939,1051.589884
940,727.0007402
941,1153.38044
942,990.0367051
943,633.2975567
944,466.9759137
945,360.8681023
946,849.8931094
947,500.7330095
948,776.4147333
949,648.4877522
950,316.3098138
951,522.1003891
952,908.5349384
953,997.0932394
954,947.2769292
955,490.8249161
956,566.0128106
957,878.5941785
958,853.4861403
959,1039.503021
960,721.0325166
961,863.97782
962,498.941274
963,1286.502954
964,420.7822621
965,776.8096029
966,660.8779608
967,253.2723993
968,997.6784171
969,435.7723274
970,1353.29338
971,1043.529533
972,760.1370943
973,1018.751774
974,1192.01829
975,544.1093767
976,397.4084011
977,835.6319504
978,1024.45421
979,809.9962373
980,325.0303574
981,1281.421423
982,931.847794
983,261.7676023
984,555.7341627
985,959.5522122
986,1287.027553
987,641.2855471
988,531.3431838
989,709.9059101
990,964.1758701
991,1327.394903
992,1443.518923
993,787.4329581
994,564.3016557
995,1004.836456
996,1068.796157
997,803.8596491
998,849.3614021
999,812.3415941
1000,1350.8642
1001,634.6733181
1002,791.5380876
1003,999.3143156
1004,771.3989718
1005,491.6262317
1006,1001.762622
1007,1165.060357
1008,637.5438946
1009,885.1396547
1010,217.8139671
1011,615.2257807
1012,535.3579445
1013,739.2026957
1014,202.710781
1015,1125.455139
1016,625.2026439
1017,1267.89719
1018,1119.832032
1019,940.2803541
1020,366.0642567
1021,1041.0313
1022,636.9142392
1023,553.7972897
1024,732.765044
1025,699.3577102
1026,1142.069177
1027,658.8579073
1028,1136.267958
1029,1199.32849
1030,1262.362396
1031,515.0145431
1032,332.6531063
1033,1010.733663
1034,408.9193687
1035,920.820887
1036,1303.845205
1037,940.9879583
1038,1160.895768
1039,1267.983723
1040,860.7164773
1041,966.8183788
1042,1283.262779
1043,1113.981085
1044,661.1804823
1045,1419.738956
1046,863.9503992
1047,458.7564471
1048,404.2955098
1049,1168.227074
1050,379.0097078
1051,891.210549
1052,929.2200482
1053,1315.277634
1054,478.005381
1055,1069.253605
1056,386.0651475
1057,978.4205638
1058,773.122845
1059,932.6480482
1060,526.3094884
1061,754.1626712
1062,307.1205045
1063,1134.503179
1064,1220.147824
1065,79.2012586
1066,299.5964696
1067,475.2892718
1068,1304.440016
1069,680.8038117
1070,399.656048
1071,484.9121149
1072,725.0265262
1073,1051.585981
1074,1223.149719
1075,363.474551
1076,847.2758123
1077,342.9196435
1078,447.8294699
1079,547.7980108
1080,1011.34621
1081,396.2847292
1082,760.6326297
1083,996.051659
1084,332.8623784
1085,655.1124993
1086,1122.347285
1087,235.3245259
1088,1462.361672
1089,1113.580626
1090,924.4971944
1091,649.5348622
1092,380.6906582
1093,602.7611719
1094,824.1119967
1095,919.8923225
1096,1338.132634
1097,413.6221815
1098,735.9101805
1099,1330.369538
1100,715.6950333
1101,1015.403402
1102,630.4521718
1103,977.3920818
1104,1142.014027
1105,809.2570912
1106,777.3536064
1107,788.4683862
1108,1362.939072
1109,1206.126932
1110,192.2471688
1111,550.4930442
1112,894.7003156
1113,845.6673558
1114,801.4025913
1115,753.5546623
1116,482.8669384
1117,746.5753719
1118,658.3903204
1119,1097.100156
1120,977.4457763
1121,532.5915017
1122,617.2760731
1123,1148.296617
1124,1256.213059
1125,1098.783265
1126,955.0786172
1127,235.4488907
1128,184.5593209
1129,798.3211661
1130,780.8559727
1131,1193.668078
1132,719.4214665
1133,1127.341579
1134,1299.155231
1135,621.9146685
1136,750.1897509
1137,746.6688606
1138,828.2286366
1139,562.8930895
1140,598.0634261
1141,988.627253
1142,366.1844091
1143,489.8619202
1144,490.7341725
1145,1233.876027
1146,1019.811171
1147,490.5751964
1148,936.1241306
1149,1075.369157
1150,1018.918864
1151,1342.182724
1152,1505.883726
1153,1320.269396
1154,1219.324496
1155,415.3082623
1156,950.6130792
1157,434.7671757
1158,1435.350912
1159,764.3567806
1160,1131.64307
1161,394.4999542
1162,643.2451929
1163,470.935681
1164,961.8591237
1165,1293.393635
1166,249.3908636
1167,1148.97435
1168,984.9629608
1169,944.9329835
1170,902.2683748
1171,339.7260649
1172,572.8819987
1173,871.7826631
1174,818.7322318
1175,551.9338564
1176,1563.876779
1177,772.793538
1178,1124.378025
1179,744.0015748
1180,1152.6907
1181,876.2247787
1182,470.0713321
1183,385.6026567
1184,1145.516541
1185,1453.242634
1186,777.7266974
1187,397.0970357
1188,869.9501781
1189,1324.846902
1190,610.2411498
1191,768.2535727
1192,461.5348467
1193,421.3472075
1194,298.4418074
1195,640.897933
1196,765.8897914
1197,607.3881791
1198,1034.343705
1199,1322.370793
1200,600.454709
1201,908.0540163
1202,1368.263096
1203,985.1051264
1204,446.0478844
1205,448.4913382
1206,715.0852729
1207,960.6989754
1208,896.8092984
1209,548.5332406
1210,872.8564363
1211,1374.525714
1212,1269.85873
1213,507.1817355
1214,662.2980973
1215,1177.510013
1216,801.0558746
1217,388.3633302
1218,584.9372087
1219,264.0595066
1220,582.0452428
1221,1163.402897
1222,798.3072925
1223,796.1214065
1224,1006.508818
1225,798.3139561
1226,590.6265378
1227,329.0892926
1228,793.1585147
1229,530.3478551
1230,855.3810216
1231,756.8356495
1232,627.6357818
1233,815.8089938
1234,1381.465053
1235,1105.007763
1236,664.861349
1237,913.983303
1238,796.2473195
1239,1024.704341
1240,781.5629698
1241,1113.406101
1242,871.7382153
1243,987.7086028
1244,681.5625823
1245,799.1410785
1246,1409.173957
1247,189.441329
1248,787.6996721
1249,931.4033728
1250,628.9055241
1251,1090.628223
1252,518.6542063
1253,1060.500986
1254,828.0098681
1255,506.5935765
1256,421.5856588
1257,412.1951962
1258,1071.934224
1259,1635.442864
1260,1361.384362
1261,648.9154948
1262,1025.069339
1263,1408.321472
1264,1413.48162
1265,1127.179253
1266,872.3745745
1267,400.2392803
1268,1389.463158
1269,1469.484728
1270,1721.659536
1271,1711.023453
1272,1212.749398
1273,1588.603743
1274,1227.509972
1275,1015.817479
1276,913.1114162
1277,1506.194246
1278,831.228429
1279,1490.782096
1280,827.1206379
1281,1196.736291
1282,1184.227505
1283,952.0679142
1284,921.525973
1285,650.892674
1286,958.7619885
1287,1211.062661
1288,1434.38344
1289,1451.268123
1290,1308.218376
1291,1679.937503
1292,1818.818004
1293,1572.802088
1294,947.6264355
1295,1046.588154
1296,1376.228379
1297,972.0273344
1298,945.9025205
1299,988.2935181
1300,1401.361814
1301,968.535927
1302,1226.488152
1303,768.2788644
1304,1498.373729
1305,1496.088391
1306,1269.16711
1307,1275.995725
1308,1119.349373
1309,1844.014295
1310,979.4478575
1311,1169.616424
1312,1124.768924
1313,1384.459748
1314,1385.209337
1315,1191.819779
1316,854.8202167
1317,1373.809563
1318,1735.038861
1319,1674.642309
1320,1277.359669
1321,1444.362772
1322,906.7645226
1323,1259.841776
1324,1178.355716
1325,1564.284752
1326,1366.743065
1327,874.3436018
1328,886.9720214
1329,848.565222
1330,1734.865309
1331,1113.309905
1332,1610.147027
1333,1606.527147
1334,1559.540309
1335,1480.899416
1336,1403.985222
1337,850.1987135
1338,1177.029397
1339,1655.109355
1340,662.6725158
1341,1226.482066
1342,1660.694561
1343,1354.855358
1344,1311.956846
1345,1449.804958
1346,807.7032275
1347,984.7860309
1348,843.834199
1349,1271.232503
1350,827.0682191
1351,1288.57688
1352,988.9783928
1353,1425.973835
1354,1717.056004
1355,1637.127302
1356,981.9298539
1357,1694.026669
1358,1163.343958
1359,902.1328377
1360,1605.499491
1361,1277.316325
1362,1362.87075
1363,885.133302
1364,1257.074605
1365,1254.596235
1366,1005.799288
1367,1170.286155
1368,1397.697567
1369,1586.316291
1370,1194.538652
1371,1347.58228
1372,1604.070628
1373,1144.875524
1374,1476.113544
1375,1512.331886
1376,819.5226728
1377,889.3959303
1378,1359.586313
1379,1557.579005
1380,1119.245452
1381,872.1607895
1382,1450.257876
1383,846.4323436
1384,1365.758888
1385,1525.866791
1386,1618.358526
1387,1779.720247
1388,1663.940499
1389,1745.097892
1390,847.0518238
1391,1294.65952
1392,1074.828827
1393,1385.604986
1394,719.7000336
1395,1452.493828
1396,914.6760271
1397,1333.1563
1398,1308.770114
1399,1308.633381
1400,1387.938618
1401,466.8467876
1402,1706.323128
1403,1241.156911
1404,1401.935166
1405,889.488721
1406,844.8269111
1407,1389.974457
1408,1412.935541
1409,1311.975526
1410,1851.717339
1411,1550.333891
1412,1270.694894
1413,919.0986787
1414,1462.999945
1415,1633.720186
1416,997.0393691
1417,1568.08138
1418,1791.743092
1419,1326.513926
1420,1559.181463
1421,765.6293799
1422,951.888136
1423,1360.888875
1424,1158.260196
1425,1376.456425
1426,1163.478048
1427,1310.851286
1428,1252.14847
1429,796.6689311
1430,1086.788892
1431,959.5511223
1432,1665.363557
1433,1281.007459
1434,914.8857931
1435,387.6669317
1436,1450.678093
1437,1578.720248
1438,1604.677834
1439,1467.956503
1440,1214.112047
1441,1412.469636
1442,611.8059773
1443,1018.917263
1444,757.7513622
1445,1178.733953
1446,787.1856084
1447,1542.855729
1448,1015.288654
1449,1603.16317
1450,1727.843878
1451,1101.650721
1452,1419.869467
1453,1011.652418
1454,920.1191449
1455,853.2967602
1456,874.4565009
1457,1328.885202
1458,1244.08249
1459,1617.441415
1460,1444.654166
1461,983.5407138
1462,797.1104335
1463,1141.199693
1464,1674.822093
1465,1439.257662
1466,664.0947459
1467,939.2349862
1468,881.1418044
1469,1360.891169
1470,1429.932741
1471,847.3023082
1472,708.5370398
1473,1294.585814
1474,1197.8886
1475,1100.024397
1476,749.6656943
1477,1607.127225
1478,1629.142193
1479,1279.666346
1480,1698.198216
1481,1314.453591
1482,1438.078051
1483,1417.445699
1484,1237.178744
1485,1757.801336
1486,1484.900307
1487,1380.10535
1488,1515.43523
1489,1793.080585
1490,747.4803842
1491,1267.530188
1492,1518.382712
1493,852.5034638
1494,841.1160877
1495,1697.093564
1496,1540.980262
1497,1579.017204
1498,1668.102435
1499,1177.04936
1500,1478.519602
1501,1332.411062
1502,1285.316048
1503,861.0663048
1504,1428.900157
1505,970.3667821
1506,1202.189447
1507,1508.949423
1508,1645.7495
1509,1711.630922
1510,886.59093
1511,1118.41639
1512,1267.716407
1513,1452.96187
1514,1448.174438
1515,1589.919242
1516,1433.0324
1517,1681.749314
1518,490.9738857
1519,631.2448336
1520,1503.406461
1521,1473.692287
1522,1626.1069
1523,778.1625066
1524,441.1350835
1525,1440.592953
1526,848.365471
1527,1241.480845
1528,633.8190421
1529,723.3878097
1530,1486.933041
1531,1026.842044
1532,1528.771639
1533,1170.162408
1534,1555.46372
1535,1622.435297
1536,723.8732227
1537,877.3479472
1538,1081.904236
1539,1515.730639
1540,834.2703789
1541,1590.764427
1542,1396.197269
1543,1448.779299
1544,749.6960249
1545,1326.761218
1546,760.67866
1547,1282.110523
1548,997.0905877
1549,1179.853497
1550,877.6553017
1551,1206.630784
1552,1186.277558
1553,993.7558015
1554,918.3593991
1555,1640.510836
1556,1435.180161
1557,856.3649669
1558,878.433328
1559,1181.874621
1560,1504.895317
1561,1307.295389
1562,1286.697368
1563,420.7863714
1564,1260.882441
1565,618.3171363
1566,1345.971068
1567,1506.5421
1568,1503.612104
1569,1406.303613
1570,1248.192433
1571,1577.461446
1572,1122.525994
1573,1007.278757
1574,1099.76924
1575,1246.624825
1576,1127.911676
1577,1390.571323
1578,1646.713838
1579,1643.165232
1580,1185.557285
1581,1210.729361
1582,1662.109106
1583,1018.278379
1584,1472.371673
1585,1678.311656
1586,728.363489
1587,1192.862552
1588,1122.64649
1589,1284.100026
1590,1294.095161
1591,1436.165287
1592,1656.417283
1593,1226.004255
1594,1151.461013
1595,1523.024043
1596,1727.895872
1597,1677.172365
1598,1171.766064
1599,1369.383242
1600,1226.622757
1601,1071.0914
1602,1541.097348
1603,967.231682
1604,1319.097407
1605,1345.766859
1606,1306.066286
1607,1246.881093
1608,1712.968597
1609,1132.010376
1610,1346.101715
1611,1113.567134
1612,1682.099776
1613,1649.71753
1614,790.3938631
1615,1196.87833
1616,1336.679978
1617,1032.833106
1618,520.8957368
1619,759.2983884
1620,1320.458334
1621,941.9793119
1622,1383.031312
1623,1192.071024
1624,1474.411735
1625,1440.52664
1626,1175.944616
1627,1549.806657
1628,584.5818646
1629,973.5634263
1630,1601.833691
1631,1453.925048
1632,1266.597686
1633,1171.770408
1634,709.4602353
1635,1301.99677
1636,666.3664618
1637,1566.734394
1638,1456.301158
1639,1540.767973
1640,1547.603893
1641,1236.613471
1642,1345.538262
1643,1231.25698
1644,851.2390058
1645,1362.412389
1646,1158.291164
1647,1589.087085
1648,1508.333473
1649,1643.954909
1650,736.0023718
1651,1252.493578
1652,464.785545
1653,1250.828739
1654,938.3514637
1655,1506.133388
1656,1201.554219
1657,1459.646015
1658,1056.121677
1659,900.3541501
1660,1256.724508
1661,1597.431805
1662,1749.501387
1663,1338.580211
1664,1451.621385
1665,1642.645762
1666,1701.395958
1667,1764.385384
1668,1086.24659
1669,947.5117891
1670,1467.293239
1671,810.8681754
1672,1563.700495
1673,1335.470674
1674,784.603627
1675,1539.175777
