FID,distance
365,793.6231411
366,838.1833703
367,999.3210104
368,862.1640068
369,939.5034575
370,806.6351155
371,873.127732
372,856.3557577
373,951.7071188
374,842.3544632
375,921.3178096
376,1018.11213
377,837.4813971
378,874.4443646
379,938.8527034
380,789.9364156
381,793.0571619
382,904.1294774
383,984.6900403
384,910.3981453
385,991.5323476
386,1026.558107
387,1004.276339
388,926.6036489
389,760.2500402
390,830.3186224
391,747.8831332
392,792.6341142
393,846.5862634
394,971.4265717
395,776.1225681
396,670.6826702
397,792.2273811
398,863.1158234
399,859.5049486
400,803.7240477
401,750.7601116
402,882.7047772
403,846.979832
404,1009.165351
405,872.7823751
406,831.312394
407,963.2940585
408,842.2109725
409,892.5270084
410,1014.029315
411,1052.479589
412,855.06049
413,829.1956605
414,849.1566498
415,1044.170098
416,914.774768
417,1046.870575
418,869.3405111
419,909.8343161
420,1049.622749
421,993.5955903
422,687.1944034
423,840.490541
424,1084.807403
425,896.6317704
426,823.6310542
427,1096.899638
428,1025.552658
429,799.3657901
430,1023.049749
431,907.8395238
432,828.692477
433,918.0363341
434,926.499417
435,986.8600845
436,982.1518631
437,950.9721661
438,860.4100669
439,935.4698236
440,929.5012052
441,929.6187583
442,953.6727441
443,1017.435904
444,1029.791012
445,931.2076017
446,921.6942673
447,902.4108273
448,808.5860913
449,938.6685621
450,909.3176304
451,768.0988585
452,933.3063674
453,867.0618055
454,885.5712638
455,835.1665187
456,836.91393
457,940.1689722
458,789.2544684
459,791.4268647
460,777.2093901
461,914.4222056
462,866.3736785
463,830.5875416
464,860.7018941
465,750.39292
466,998.3364162
467,994.0731737
468,826.0300015
469,994.0502934
470,866.2675928
471,839.2288623
472,837.8171426
473,956.5833365
474,949.2336726
475,615.5736955
476,900.077487
477,1023.814868
478,895.1048994
479,947.3321931
480,920.6931732
481,797.8304611
482,779.711311
483,943.0827389
484,1031.084472
485,1038.516841
486,915.7049794
487,822.0567752
488,940.8372026
489,1023.972838
490,861.4818041
491,719.5932505
492,914.6633007
493,756.4156513
494,524.9919858
495,924.1369286
496,941.8209026
497,939.8092063
498,721.6275664
499,590.572294
500,867.930563
501,912.774544
502,1061.334147
503,913.09089
504,1095.274947
505,876.3412101
506,840.7386982
507,936.7627147
508,947.844983
509,937.1331324
510,918.6439961
511,950.1426539
512,907.7738391
513,955.5844131
514,943.7502506
515,827.5967737
516,951.283668
517,844.33273
518,858.8378143
519,794.7534631
520,986.0509475
521,926.9236488
522,838.4262672
523,1028.580089
524,1002.837359
525,996.9523064
526,946.4058344
527,845.2318545
528,604.5985925
529,766.9150932
530,893.4696248
531,839.4345496
532,869.6980904
533,791.4232172
534,670.7125642
535,815.5629183
536,750.469744
537,936.8380898
538,856.7980863
539,787.6962424
540,991.5111107
541,953.7669906
542,660.4728193
543,762.2438439
544,828.715831
545,588.8316992
546,321.8593066
547,1016.311399
548,631.0831316
549,917.2756242
550,465.8474007
551,883.30579
552,645.2017229
553,730.9040691
554,328.6673807
555,697.1779457
556,508.423905
557,493.8645675
558,754.8265253
559,756.7618007
560,857.4202708
561,514.4953221
562,530.9370919
563,391.9626372
564,711.3902303
565,493.4881872
566,363.7777813
567,735.1109551
568,332.8116706
569,813.53147
570,417.7471258
571,740.3758503
572,821.0255338
573,684.1601029
574,702.8347007
575,456.1341305
576,419.9800158
577,247.8160247
578,332.6547106
579,476.9259506
580,336.5481372
581,885.4715349
582,628.5378935
583,656.3224168
584,872.9987045
585,826.3906375
586,660.6064283
587,894.730476
588,757.7293113
589,468.8539682
590,374.2219087
591,690.3964686
592,452.3255356
593,639.8865057
594,807.5430273
595,381.3926919
596,873.610178
597,957.860679
598,356.7320578
599,720.1696953
600,791.8330146
601,707.6564735
602,746.3039924
603,819.2053644
604,434.0396912
605,416.5777857
606,822.4318699
607,752.3043358
608,458.8994281
609,965.8183135
610,830.4993722
611,698.9453612
612,440.2843208
613,288.3641921
614,833.4520508
615,803.043357
616,793.549403
617,694.958109
618,761.7868875
619,828.4321504
620,690.7933512
621,609.0695917
622,657.6747017
623,457.6648433
624,891.799279
625,848.3686976
626,843.1814745
627,429.6660003
628,294.0838611
629,628.3572669
630,342.2332873
631,422.1123702
632,669.641805
633,362.7777405
634,754.2655368
635,816.1383685
636,926.6568426
637,912.3362045
638,854.1682493
639,716.4845732
640,838.9712562
641,532.2397835
642,687.2167269
643,390.908834
644,452.1333076
645,578.9872577
646,845.0020696
647,307.1025342
648,871.7576466
649,814.5628536
650,745.7145984
651,392.7403169
652,425.8356483
653,786.8597889
654,831.4129628
655,876.7339162
656,825.6992562
657,941.4771302
658,714.8395084
659,784.4663029
660,818.3730483
661,675.5191459
662,280.2453061
663,380.2357648
664,814.9259232
665,933.262898
666,451.0863861
667,712.2171791
668,718.9023272
669,877.5140006
670,410.7889873
671,884.7775291
672,777.638058
673,634.4828006
674,330.9190596
675,730.7528842
676,964.6253154
677,800.7474054
678,491.4934061
679,716.6100397
680,995.7395135
681,441.0477962
682,785.7489952
683,904.2818709
684,434.2473591
685,853.4149096
686,629.0002427
687,734.2084397
688,712.3185882
689,615.5460923
690,971.4213688
691,700.0149066
692,791.4197137
693,694.3667871
694,386.0465599
695,718.1042581
696,569.6248134
697,357.2416204
698,909.8230358
699,695.6383719
700,897.1686569
701,288.9633239
702,333.207439
703,782.0172241
704,355.2252511
705,370.5303228
706,372.3112367
707,652.4067963
708,749.3485978
709,439.6097571
710,713.2470102
711,735.6599556
712,735.060924
713,816.5905102
714,710.7530984
715,963.2958114
716,397.6151412
717,909.0566611
718,1036.374623
719,471.4823815
720,703.3313559
721,319.5896523
722,911.2176752
723,808.7536974
724,399.0320532
725,721.9298819
726,770.547802
727,758.8819728
728,422.996734
729,293.1579905
730,701.4513634
731,736.8766229
732,774.2250372
733,274.6289104
734,838.645565
735,932.8909571
736,365.3523143
737,456.3024636
738,791.6762594
739,723.8777944
740,454.029164
741,563.1248023
742,789.3845294
743,962.457359
744,726.8272112
745,316.973085
746,712.1275243
747,977.2737686
748,1001.461786
749,704.249322
750,401.7027888
751,675.0845049
752,359.1765251
753,907.4677793
754,673.8254179
755,727.3292183
756,770.5622048
757,431.4568222
758,557.2015955
759,528.6372492
760,320.3597473
761,888.3029099
762,584.4856548
763,368.7067512
764,468.9106293
765,389.2123144
766,722.8301602
767,579.1185414
768,656.7994728
769,344.396443
770,446.2944839
771,663.8919201
772,442.4260062
773,647.7258372
774,808.507751
775,910.6151223
776,707.3526077
777,744.0964068
778,679.024426
779,330.6861296
780,486.4551985
781,353.708253
782,750.4366472
783,407.0890274
784,404.213879
785,327.4314582
786,783.7604105
787,767.1850336
788,348.5628382
789,975.367112
790,797.2725807
791,453.223691
792,586.6022165
793,581.9857883
794,818.0344481
795,295.3482142
796,601.6473915
797,801.290974
798,604.1444657
799,433.5213001
800,398.2927304
801,904.092383
802,759.0599517
803,904.2926442
804,855.0059175
805,674.6149323
806,640.0199193
807,794.7485681
808,754.3492062
809,734.4625461
810,337.4705676
811,822.6426003
812,749.1959814
813,369.4348562
814,878.3599592
815,764.4706585
816,361.9883996
817,845.5354084
818,955.146365
819,360.8917719
820,689.3465255
821,744.1827885
822,545.7208946
823,736.2934485
824,854.1664157
825,446.2748118
826,992.114104
827,417.4528248
828,706.5490497
829,901.151784
830,407.967352
831,694.4629639
832,697.7425847
833,790.9509693
834,363.1869425
835,421.9402201
836,751.5622828
837,895.0743455
838,685.5600872
839,727.9810956
840,844.5276413
841,441.3844373
842,718.6399408
843,352.8437979
844,568.5353088
845,743.7720121
846,630.721343
847,412.7862465
848,623.90688
849,400.7018602
850,336.3653971
851,941.6146446
852,741.4525162
853,607.5186063
854,645.095124
855,626.1909444
856,461.8927197
857,528.5719073
858,739.8239
859,833.690587
860,666.7197947
861,840.0876182
862,496.861511
863,482.4061539
864,571.3204901
865,754.4158473
866,423.2230755
867,723.7179426
868,675.8202737
869,717.7728621
870,873.8178832
871,387.5268032
872,649.3933724
873,661.1551179
874,598.3503521
875,774.4780969
876,844.7909757
877,683.8401187
878,372.0583234
879,852.3843183
880,355.0050213
881,891.9905371
882,745.9176613
883,353.4908836
884,419.2381441
885,656.9879412
886,774.0465787
887,697.2727057
888,847.2316722
889,490.5012801
890,763.2987823
891,884.1690667
892,744.5955917
893,338.7095049
894,631.0286939
895,857.5325331
896,673.6488572
897,674.8345241
898,798.0524292
899,728.3804143
900,834.5980446
901,447.8914985
902,981.1392085
903,485.1216868
904,816.7989185
905,287.1449233
906,367.0969666
907,760.4520171
908,782.7287491
909,635.2463033
910,950.1493374
911,874.5744857
912,685.7056632
913,504.1692944
914,793.8048875
915,387.4373349
916,925.5393367
917,900.2717134
918,610.0303994
919,718.834899
920,689.9987099
921,938.4475918
922,413.3360156
923,466.1417849
924,357.1471601
925,951.9210432
926,798.1502683
927,849.0574761
928,679.5923148
929,388.3658141
930,673.522428
931,795.9361026
932,754.1835584
933,707.5019525
934,464.1259174
935,492.3176939
936,844.8274596
937,308.6442454
938,838.1418501
939,354.4810381
940,651.8668283
941,302.780237
942,760.7182092
943,642.5201132
944,676.6854781
945,691.6471605
946,981.7904488
947,434.0158589
948,311.9508714
949,307.5807692
950,716.4941409
951,341.9809733
952,275.8751016
953,772.9399913
954,840.4361902
955,376.4004273
956,742.0316648
957,722.3121757
958,349.2060787
959,786.7476887
960,663.1967765
961,417.1634284
962,649.0937458
963,913.784156
964,346.9560006
965,880.9225568
966,657.4273349
967,401.3849252
968,680.7249637
969,752.8416466
970,862.015789
971,354.4479444
972,331.1653694
973,967.1635932
974,984.9229667
975,327.5375688
976,356.8663739
977,489.6122624
978,951.0668244
979,711.1356258
980,506.3394719
981,856.6755811
982,752.8317839
983,397.0755978
984,320.8664494
985,359.5742036
986,728.6573075
987,662.3736594
988,335.5555629
989,709.2937475
990,699.4167632
991,869.8013413
992,908.4776598
993,692.5636142
994,316.2444996
995,773.7053611
996,796.0829814
997,913.8256415
998,959.930185
999,224.4656137
1000,940.7455077
1001,609.3048297
1002,706.0232218
1003,774.9773143
1004,676.9140945
1005,651.1848581
1006,540.814788
1007,464.6653945
1008,315.1863622
1009,257.2179541
1010,786.1215984
1011,546.6999634
1012,778.0301399
1013,684.3215922
1014,739.241958
1015,790.3134788
1016,324.7271134
1017,948.088302
1018,890.8365698
1019,999.1728809
1020,703.2646216
1021,810.1132211
1022,761.8444211
1023,738.1773121
1024,581.7092464
1025,705.3073992
1026,765.7984546
1027,688.389155
1028,418.3962628
1029,784.0481215
1030,828.4555064
1031,347.4012636
1032,435.5492261
1033,777.4233869
1034,485.632273
1035,937.3220157
1036,848.1707001
1037,941.4491744
1038,459.5182128
1039,923.8131086
1040,925.1525922
1041,749.8491916
1042,809.4825277
1043,810.2284067
1044,477.0392388
1045,824.2867804
1046,962.7389728
1047,610.1973485
1048,679.0133693
1049,775.1460392
1050,803.0769261
1051,696.5029513
1052,664.1311174
1053,870.9128397
1054,535.2989036
1055,310.807234
1056,474.4225871
1057,691.742435
1058,265.6447727
1059,488.1094195
1060,456.7812383
1061,695.6556915
1062,518.569379
1063,413.8132486
1064,726.6514935
1065,780.3670881
1066,381.2937563
1067,706.6261731
1068,867.3573932
1069,652.4217399
1070,438.9106617
1071,653.2519798
1072,264.9743119
1073,787.0428814
1074,937.4882465
1075,509.6171833
1076,850.0161265
1077,446.5634535
1078,502.5682635
1079,371.0574762
1080,356.1265784
1081,680.9102598
1082,659.9076352
1083,763.7147729
1084,498.67533
1085,617.4102059
1086,399.8321935
1087,452.1779733
1088,894.6667335
1089,894.2728548
1090,362.3009623
1091,534.7480386
1092,685.0302479
1093,793.8037374
1094,651.8005016
1095,680.271116
1096,878.2814052
1097,809.7697846
1098,690.5824921
1099,935.5894832
1100,883.0050385
1101,584.5035793
1102,636.5412072
1103,358.3078313
1104,803.0512415
1105,239.7707656
1106,687.3790361
1107,481.7481676
1108,898.1717491
1109,797.7608303
1110,746.8377261
1111,472.9383935
1112,617.6156878
1113,658.2141429
1114,645.0382296
1115,342.513145
1116,324.3128343
1117,362.2221888
1118,301.2053846
1119,825.6482158
1120,686.0187177
1121,414.9610328
1122,619.2906682
1123,310.2599589
1124,811.914921
1125,805.5012146
1126,785.9149426
1127,731.5642726
1128,746.9787261
1129,826.397055
1130,307.3058794
1131,626.8881302
1132,665.9671752
1133,345.6955753
1134,861.7417337
1135,667.2950686
1136,573.6850095
1137,670.1702789
1138,716.1818743
1139,480.2605786
1140,401.4816347
1141,623.8775416
1142,463.2708623
1143,767.0353251
1144,716.7025194
1145,793.9518707
1146,932.1761941
1147,702.526734
1148,723.2438019
1149,442.9651513
1150,858.1062956
1151,892.5365589
1152,917.2561523
1153,844.6741381
1154,816.4339496
1155,344.9910284
1156,637.0733635
1157,813.8273612
1158,917.8285144
1159,326.5630047
1160,398.3019885
1161,350.8622713
1162,311.1409623
1163,378.744722
1164,746.7452457
1165,863.687419
1166,728.9534702
1167,442.7532903
1168,768.0397129
1169,916.1013579
1170,281.4477244
1171,470.7772728
1172,311.819909
1173,366.9870819
1174,372.3974879
1175,781.9614485
1176,953.2913033
1177,700.8267266
1178,733.4823534
1179,576.3027882
1180,448.3778536
1181,435.3897987
1182,543.7117142
1183,836.7803524
1184,437.0726522
1185,905.6402243
1186,637.9810994
1187,479.9942309
1188,665.4342585
1189,864.1664517
1190,436.3226619
1191,692.2185552
1192,759.7445362
1193,491.2721939
1194,721.2641593
1195,606.7062018
1196,428.1020852
1197,341.547148
1198,780.2728322
1199,961.1637953
1200,408.280664
1201,908.2755675
1202,945.1296982
1203,335.0143501
1204,672.5898575
1205,756.3005782
1206,507.9781421
1207,945.4448252
1208,673.4154723
1209,410.4541667
1210,728.5241151
1211,888.3315065
1212,838.6710025
1213,520.2370544
1214,599.1694911
1215,829.7138438
1216,374.3518035
1217,682.9212853
1218,789.679951
1219,726.4278994
1220,307.2905374
1221,646.2666015
1222,557.7027097
1223,683.6727716
1224,886.5547978
1225,697.8584927
1226,303.2059876
1227,429.7954155
1228,397.0089494
1229,370.6698775
1230,453.9738609
1231,571.0864085
1232,513.0739264
1233,888.9857514
1234,885.2116991
1235,761.8908643
1236,277.9616085
1237,749.3968543
1238,713.3652486
1239,472.4143013
1240,446.1883928
1241,590.6929433
1242,429.3625819
1243,1008.459664
1244,668.6767524
1245,551.7221388
1246,955.46339
1247,744.112689
1248,300.6661437
1249,1026.710952
1250,611.9567063
1251,461.9891382
1252,450.8682406
1253,790.4059548
1254,955.8413075
1255,647.0527496
1256,675.2392333
1257,677.2868892
1258,384.8446684
1259,753.8409912
1260,927.021988
1261,722.517553
1262,486.3912914
1263,926.6785426
1264,726.5313955
1265,805.8451386
1266,768.7321151
1267,649.5288322
1268,921.5807015
1269,747.4531623
1270,852.8495608
1271,765.6301436
1272,646.675934
1273,784.5971813
1274,861.041721
1275,708.140296
1276,483.6338175
1277,728.215989
1278,772.9209594
1279,722.0792817
1280,644.7522457
1281,837.4274657
1282,485.461887
1283,637.0218113
1284,822.0581968
1285,713.5519374
1286,714.1242447
1287,856.6929361
1288,927.3901632
1289,729.8710616
1290,701.4531966
1291,820.0240337
1292,875.306663
1293,707.051891
1294,595.9296861
1295,504.5675942
1296,614.4887561
1297,606.3174475
1298,682.791456
1299,445.370574
1300,764.8429976
1301,800.7488735
1302,837.7406605
1303,502.5753247
1304,823.5424459
1305,917.9432111
1306,589.3021812
1307,806.0307216
1308,841.314253
1309,887.0815287
1310,430.5226864
1311,883.6113578
1312,833.9962593
1313,759.0616936
1314,647.3258084
1315,593.7579735
1316,365.3327816
1317,814.5115599
1318,847.2823803
1319,842.5543175
1320,874.2647514
1321,719.4605526
1322,732.5521813
1323,627.0406678
1324,883.2131147
1325,771.5608475
1326,722.8561489
1327,437.9640702
1328,614.0230304
1329,381.4391691
1330,795.4311339
1331,801.3791699
1332,900.2267408
1333,812.0104375
1334,834.1480767
1335,797.6684239
1336,790.4308041
1337,423.4049804
1338,824.3433839
1339,819.0345088
1340,689.3338417
1341,901.7404185
1342,745.0918479
1343,603.0235683
1344,844.5016796
1345,705.5272013
1346,527.6380547
1347,611.6403889
1348,793.3273013
1349,787.009829
1350,789.0401935
1351,837.9536902
1352,828.5367095
1353,954.1054211
1354,921.1776058
1355,781.7674219
1356,647.9057003
1357,758.7484136
1358,849.3313815
1359,417.5225713
1360,741.8614323
1361,851.5661385
1362,777.0830062
1363,454.1753172
1364,800.4986773
1365,781.0229888
1366,467.3180671
1367,878.7055053
1368,946.6637265
1369,804.6987566
1370,852.3311883
1371,715.8943332
1372,725.0154116
1373,617.0208388
1374,716.1953379
1375,734.0341245
1376,671.9957765
1377,813.6008583
1378,789.7305308
1379,883.3860782
1380,605.2626933
1381,671.7958845
1382,852.0951446
1383,736.6084231
1384,608.9201383
1385,739.3251281
1386,838.0008425
1387,863.7784564
1388,820.4135291
1389,779.273786
1390,412.0015592
1391,672.8822843
1392,583.9169276
1393,729.6712294
1394,458.1800427
1395,857.6715114
1396,811.4351665
1397,662.7001004
1398,895.829078
1399,913.1971037
1400,620.6173293
1401,499.3759127
1402,836.5299024
1403,573.7545923
1404,779.0201954
1405,459.5933471
1406,650.506496
1407,706.5723704
1408,826.3688615
1409,611.7427965
1410,881.6595772
1411,826.0705759
1412,656.0540091
1413,755.5680457
1414,710.8966533
1415,870.6748233
1416,653.3456153
1417,939.1117524
1418,861.5503851
1419,861.621595
1420,780.1630748
1421,781.1712063
1422,797.8720542
1423,830.8569059
1424,871.5239025
1425,882.424802
1426,859.3629741
1427,923.8335184
1428,844.7131402
1429,665.1972892
1430,792.7461281
1431,601.042226
1432,881.4133164
1433,674.133571
1434,700.1825975
1435,527.5244488
1436,949.907288
1437,851.7811143
1438,807.790071
1439,664.7783222
1440,557.8419667
1441,633.1443855
1442,704.0191208
1443,840.5677823
1444,538.7945837
1445,763.8767018
1446,700.1289703
1447,745.9229532
1448,659.8621439
1449,807.9394168
1450,838.0286082
1451,657.8167909
1452,663.2297681
1453,473.5046009
1454,674.6330661
1455,431.401768
1456,358.1021722
1457,709.0593518
1458,865.4307516
1459,865.1146729
1460,875.770704
1461,437.9128472
1462,749.7683543
1463,810.3291283
1464,814.9048801
1465,880.486459
1466,733.1551472
1467,826.7065136
1468,448.7468684
1469,910.7616072
1470,721.8240365
1471,386.9428329
1472,540.4908395
1473,811.4663433
1474,824.1421522
1475,797.0705124
1476,619.1027289
1477,962.8387162
1478,911.2775514
1479,905.6279677
1480,892.4669652
1481,817.2759852
1482,801.4100793
1483,894.6536525
1484,794.6818015
1485,849.1218072
1486,664.0029822
1487,787.9523373
1488,923.6440584
1489,803.7543
1490,768.6392992
1491,675.4373708
1492,981.6875154
1493,763.7051101
1494,800.8140069
1495,826.5117807
1496,877.9501327
1497,831.042195
1498,766.7332002
1499,861.8076524
1500,912.7572711
1501,919.422253
1502,917.1386043
1503,797.7321596
1504,645.8618346
1505,405.5511249
1506,599.0368821
1507,976.5155195
1508,826.0691384
1509,808.8592673
1510,804.2558442
1511,799.8910705
1512,832.1333878
1513,657.7295919
1514,665.6116181
1515,763.9697999
1516,933.5744734
1517,886.9401856
1518,515.3372914
1519,486.2686766
1520,786.3579867
1521,789.3623414
1522,819.0492312
1523,628.6349451
1524,550.6334625
1525,749.3278749
1526,417.8325922
1527,658.7127641
1528,658.9043817
1529,462.8893725
1530,753.8873599
1531,628.737934
1532,783.5963626
1533,888.3607189
1534,843.6927479
1535,797.9106965
1536,436.8657107
1537,784.4816272
1538,834.3833707
1539,869.8895208
1540,759.1052274
1541,894.0369656
1542,888.3231727
1543,960.1396384
1544,488.5100705
1545,865.0688213
1546,755.3539916
1547,664.8864677
1548,730.056705
1549,777.9211263
1550,443.5177353
1551,815.1302703
1552,809.4595067
1553,452.9538431
1554,588.7187337
1555,952.5705603
1556,885.12759
1557,804.8649122
1558,689.4369323
1559,588.6123869
1560,760.4732682
1561,803.5790868
1562,890.0201482
1563,542.4358635
1564,869.887157
1565,555.9595417
1566,628.6334317
1567,772.5530741
1568,749.3614852
1569,737.1027377
1570,879.9152411
1571,786.7469787
1572,851.5906179
1573,812.4182078
1574,689.250882
1575,775.8357808
1576,852.9011235
1577,904.5181775
1578,837.4585632
1579,805.9524149
1580,840.8883161
1581,870.1192858
1582,813.2311029
1583,480.0585777
1584,737.7702526
1585,825.9133068
1586,644.7344597
1587,750.7545797
1588,761.1872145
1589,751.3190568
1590,727.7536892
1591,776.6836786
1592,805.9364797
1593,820.5163113
1594,572.3039933
1595,767.0830335
1596,772.4106122
1597,751.8705956
1598,472.4115238
1599,939.2094977
1600,891.8087279
1601,646.1141595
1602,773.6375884
1603,642.571685
1604,901.713116
1605,806.0027706
1606,575.1952975
1607,826.327148
1608,832.4746719
1609,611.1636143
1610,745.8588849
1611,843.4026328
1612,935.2434014
1613,876.1147565
1614,722.0596943
1615,758.2902477
1616,823.776011
1617,820.0056506
1618,576.3655564
1619,740.321439
1620,798.3153393
1621,818.41826
1622,783.6293541
1623,637.8391475
1624,813.0983786
1625,651.4674997
1626,845.2288604
1627,968.9643636
1628,562.4249555
1629,417.3554956
1630,859.7590444
1631,782.6946772
1632,884.7410134
1633,629.0034623
1634,679.1970237
1635,858.3146769
1636,511.5460491
1637,797.5671816
1638,939.2898743
1639,931.0948372
1640,790.5518758
1641,645.1877903
1642,794.0171708
1643,875.4825834
1644,373.2848283
1645,636.5608057
1646,623.0400911
1647,718.6657563
1648,848.9089866
1649,738.1470769
1650,770.3060651
1651,676.9758437
1652,559.6013322
1653,898.1084918
1654,464.6058214
1655,817.3773021
1656,830.9794711
1657,907.1759847
1658,640.2972768
1659,775.8341066
1660,909.6511313
1661,793.8458819
1662,852.6518104
1663,931.1123465
1664,836.6777021
1665,800.0966487
1666,819.3497396
1667,858.1472052
1668,651.94522
1669,510.834873
1670,943.1264339
1671,792.7366673
1672,828.3876052
1673,902.4985878
1674,785.9396078
1675,838.3477168
1676,970.556937
1677,888.6158254
1678,893.1869745
1679,634.4957195
1680,897.6349586
1681,667.0651515
