OBJECTID,INPUT_FID,NEAR_FID,DISTANCE
316,105,0,3692.705725142924600
317,105,1,6948.349690967734200
318,105,2,9484.740345396790900
319,106,0,3357.541680654086600
320,106,1,6696.230836239376900
321,106,2,9260.067840128407600
322,107,0,4071.958401945275500
323,107,1,7463.799210799238600
324,107,2,10027.531070918703000
325,108,0,3407.392234370183800
326,108,1,6684.362078090462100
327,108,2,9232.792395573998900
328,109,0,3032.007364226030400
329,109,1,6621.973501417716800
330,109,2,9246.892575014366200
331,110,0,3621.334509195708500
332,110,1,7190.580267535639900
333,110,2,9805.346160263401500
334,111,0,2624.228059925676500
335,111,1,6292.065578822321200
336,111,2,8935.969725348983000
337,112,0,3091.534590702160100
338,112,1,6706.880598398165600
339,112,2,9336.817529907488300
340,113,0,2918.253117533239700
341,113,1,6651.278119562331100
342,113,2,9307.176555264777600
343,114,0,3095.865944038865100
344,114,1,6651.418580997436900
345,114,2,9268.215545942395700
346,115,0,3125.877273393261500
347,115,1,6811.714728231138900
348,115,2,9456.929476164712500
349,116,0,3081.209500426808100
350,116,1,6814.191263409046800
351,116,2,9467.616066020677000
352,117,0,3126.227266273494000
353,117,1,6869.933600217169400
354,117,2,9527.748703570607200
355,118,0,2870.453233297008400
356,118,1,6604.936472629297900
357,118,2,9259.158337167038600
358,119,0,2717.417782350534700
359,119,1,6484.642805949917600
360,119,2,9147.392847216811800
361,120,0,2727.805984313251400
362,120,1,6397.345620062748800
363,120,2,9041.018348926229000
364,121,0,3016.478723855138000
365,121,1,6673.205870133814600
366,121,2,9312.627005013735500
367,122,0,3063.076211165220700
368,122,1,6711.337502012234800
369,122,2,9348.654469066958000
370,123,0,3087.238365408956300
371,123,1,6800.046875363965200
372,123,2,9451.280005283799300
373,124,0,3104.980361776878900
374,124,1,6655.660667267517100
375,124,2,9271.289594204396100
376,125,0,2979.019138869973600
377,125,1,6621.865999986560400
378,125,2,9258.544207606199100
379,126,0,3163.928711120872800
380,126,1,6873.330849013915200
381,126,2,9523.600671408585200
382,127,0,3233.126969343855300
383,127,1,6773.777045872667300
384,127,2,9385.739730802421000
385,128,0,3280.026731499450300
386,128,1,6883.544366103575200
387,128,2,9509.350285494523600
388,129,0,3318.857762910335600
389,129,1,6902.167179602810400
390,129,2,9523.004355401906700
391,130,0,2826.177042455211900
392,130,1,6590.918794384079800
393,130,2,9252.322941611748300
394,131,0,3108.637635518736300
395,131,1,6803.798146771833700
396,131,2,9451.123171046940100
397,132,0,2859.724913116060600
398,132,1,6604.211205543417200
399,132,2,9262.531352074715000
400,133,0,3346.030027266955600
401,133,1,7111.707493678375600
402,133,2,9774.036736171587100
403,134,0,2865.174024246799900
404,134,1,6547.369201685639400
405,134,2,9192.932612832290000
406,135,0,2896.877653233647800
407,135,1,6492.883043244994000
408,135,2,9120.317099124886200
409,136,0,3003.662171214285100
410,136,1,6758.009286488490900
411,136,2,9418.173878977526300
412,137,0,3622.923164696821900
413,137,1,7219.116825142965400
414,137,2,9840.475309082994500
415,138,0,2610.676146229479900
416,138,1,6348.288136465254900
417,138,2,9003.750247413045100
418,139,0,2994.203650700422300
419,139,1,6765.140062305203200
420,139,2,9428.176858619430300
421,140,0,3329.276195722321500
422,140,1,7097.298572029409100
423,140,2,9760.098041723582400
424,141,0,3335.129219895670300
425,141,1,6910.019984263997700
426,141,2,9528.764136343497700
427,142,0,3142.562172960078900
428,142,1,6669.365893654926400
429,142,2,9279.295824568427600
430,143,0,3098.700531020443100
431,143,1,6857.476045536755900
432,143,2,9518.481667724459800
433,144,0,2212.698089226039400
434,144,1,5969.488483170849600
435,144,2,8630.722024845199500
436,145,0,2659.302772645695300
437,145,1,6305.846241514877000
438,145,2,8945.387383278575700
439,146,0,3056.865987367531900
440,146,1,6789.382012418649500
441,146,2,9442.745833248647600
442,147,0,2293.419334179910000
443,147,1,6063.697178615550000
444,147,2,8726.598245920500600
445,148,0,3169.203395789705600
446,148,1,6831.744788974602700
447,148,2,9471.604282848258700
448,149,0,3021.227623108204600
449,149,1,6791.962273504935200
450,149,2,9455.246240505923200
451,150,0,3081.971016926509900
452,150,1,6849.956814241400000
453,150,2,9512.782501287816600
454,151,0,3371.849880360850000
455,151,1,7123.908751040036800
456,151,2,9783.288142931178300
457,152,0,2723.232426849766900
458,152,1,6487.816290879954100
459,152,2,9149.226782620637100
460,153,0,2301.130434079742800
461,153,1,6066.585285690146500
462,153,2,8728.381937370990300
463,154,0,3588.477908676041400
464,154,1,7204.554395807543200
465,154,2,9831.022959130867100
466,155,0,3003.888192276987000
467,155,1,6757.319514011084700
468,155,2,9415.826426793719300
469,156,0,3114.659024850268500
470,156,1,6718.104436602379800
471,156,2,9345.242257889111000
472,157,0,2590.063307267183100
473,157,1,6338.984573760837500
474,157,2,8998.490403270374400
475,158,0,3015.800229919935200
476,158,1,6661.063209819952100
477,158,2,9298.024086034663900
478,159,0,2456.957966595630800
479,159,1,6130.673524807733900
480,159,2,8776.609952135884700
481,160,0,2719.068913010181400
482,160,1,6486.009475723523800
483,160,2,9147.997381310962700
484,161,0,2980.387939813122600
485,161,1,6747.062062944908600
486,161,2,9408.902231266569300
487,162,0,2045.184559580832200
488,162,1,5812.623757956725100
489,162,2,8474.938041012255800
490,163,0,3059.498673356649300
491,163,1,6634.589925968021800
492,163,2,9256.025797597669200
493,164,0,2953.076807187591800
494,164,1,6644.836347259471000
495,164,2,9292.023016864188300
496,165,0,2554.866268481768700
497,165,1,6325.159284963610800
498,165,2,8988.036513059818400
499,166,0,3086.320820523088500
500,166,1,6851.907164846606100
501,166,2,9514.279944922407600
502,167,0,3462.173460034111000
503,167,1,7028.112164181166000
504,167,2,9643.559169221058300
505,168,0,2709.689138115616100
506,168,1,6480.420510352503700
507,168,2,9143.711199279223400
508,169,0,2986.933646944843100
509,169,1,6519.767608532070900
510,169,2,9132.916110234109500
511,170,0,2959.645080260353100
512,170,1,6647.752483189913600
513,170,2,9294.141792164467900
514,171,0,3240.951101885845700
515,171,1,6769.854834474092100
516,171,2,9379.069803980446500
517,172,0,2993.338767954318000
518,172,1,6753.438070603822800
519,172,2,9414.767062915858300
520,173,0,3270.133134636957500
521,173,1,6935.174295586418300
522,173,2,9575.080548261821600
523,174,0,2965.741274307684800
524,174,1,6509.363516983702500
525,174,2,9125.059529127573100
526,175,0,2567.905164281376500
527,175,1,6330.113575022132000
528,175,2,8992.040158801919500
529,176,0,3169.158193094018800
530,176,1,6743.512207456681600
531,176,2,9363.712868452679700
532,177,0,3103.885254160830300
533,177,1,6859.815033612937400
534,177,2,9520.230746665118200
535,178,0,2858.530183431684200
536,178,1,6544.470155023643200
537,178,2,9190.835642554646300
538,179,0,2597.266530385159500
539,179,1,6342.726628258119500
540,179,2,8999.919296684614900
541,180,0,2850.440747831049500
542,180,1,6600.245866609469900
543,180,2,9259.637141780012800
544,181,0,3240.338325363875400
545,181,1,7007.499647168486300
546,181,2,9670.145747596570800
547,182,0,3009.390482702085100
548,182,1,6760.551771787197100
549,182,2,9420.059736388508100
550,183,0,3246.465948463217000
551,183,1,6923.981609058213500
552,183,2,9566.827636442565600
553,184,0,3114.099952839020700
554,184,1,6864.433359242129900
555,184,2,9523.669626833698200
556,185,0,3114.255319125699800
557,185,1,6659.987788602384200
558,185,2,9274.425980908723400
559,186,0,2988.430198536648300
560,186,1,6593.941666620255100
561,186,2,9222.582245636327600
562,187,0,3343.665367163180200
563,187,1,6914.151409693628000
564,187,2,9531.795076018779600
565,188,0,2944.855970370894700
566,188,1,6499.179449435114300
567,188,2,9117.378789752725400
568,189,0,2877.739731156320000
569,189,1,6471.899866949514900
570,189,2,9099.125106657740600
571,190,0,3081.304294999228200
572,190,1,6849.019053535314900
573,190,2,9511.110319202562100
574,191,0,2776.081374601271800
575,191,1,6546.746968951071700
576,191,2,9210.028045549892300
577,192,0,2835.279229009871000
578,192,1,6466.673344248386500
579,192,2,9101.941675173146000
580,193,0,3242.557841284664800
581,193,1,7008.522693120005000
582,193,2,9670.933198080543700
583,194,0,3272.342753589774000
584,194,1,7022.290001005390900
585,194,2,9681.292674150279700
586,195,0,3366.243969429078800
587,195,1,6981.156654573256700
588,195,2,9608.931149837199000
589,196,0,2885.096178597609200
590,196,1,6464.092429489545800
591,196,2,9088.095719682889500
592,197,0,2713.771926540045600
593,197,1,6483.149845056776000
594,197,2,9146.251038073156500
595,198,0,2802.386536913066300
596,198,1,6573.180277060992000
597,198,2,9236.476290226546600
598,199,0,2269.675303052520600
599,199,1,5990.727438288397900
600,199,2,8645.875505636931800
601,200,0,3408.261930716019400
602,200,1,7001.603431217864500
603,200,2,9624.005050501673400
604,201,0,3024.346331466375400
605,201,1,6766.586246398456800
606,201,2,9422.351373390583800
607,202,0,2873.359714037497700
608,202,1,6611.889808164443800
609,202,2,9267.041976019934700
610,203,0,2562.946019030290200
611,203,1,6328.150886430579700
612,203,2,8990.594833231261900
613,204,0,2591.811864332512000
614,204,1,6362.507346001094400
615,204,2,9025.796725725067500
616,205,0,1901.980851878042600
617,205,1,5672.551490354492700
618,205,2,8335.564947589433400
619,206,0,2856.289174456871500
620,206,1,6602.741915968279500
621,206,2,9261.459728014911900
622,207,0,1956.006495605604000
623,207,1,5725.883706831940800
624,207,2,8388.734080104937700
625,208,0,2816.759579556561200
626,208,1,6586.057508854117300
627,208,2,9249.137594218622300
628,209,0,2794.973358135066500
629,209,1,6363.820417233300800
630,209,2,8986.678349249354100
631,210,0,2726.252346620179700
632,210,1,6488.259358377104000
633,210,2,9150.079642362428800
634,211,0,2852.621098920269100
635,211,1,6602.141333917107700
636,211,2,9259.886234944240600
637,212,0,3034.111526306110600
638,212,1,6680.549813982080200
639,212,2,9317.649562647699000
640,213,0,2459.835787694023100
641,213,1,6225.355560344632100
642,213,2,8887.881306308418100
643,214,0,3306.925454039791500
644,214,1,7067.412968018408700
645,214,2,9727.474847835859700
646,215,0,2729.871708922267800
647,215,1,6487.681477801458600
648,215,2,9148.721040112090100
649,216,0,2981.663886999423500
650,216,1,6748.288242996279200
651,216,2,9410.880632651205800
652,217,0,3282.911669165169300
653,217,1,6938.366083946974000
654,217,2,9576.020935071814200
655,218,0,2538.993424061216500
656,218,1,6160.719204109270300
657,218,2,8796.391163663985900
658,219,0,2824.546154559729500
659,219,1,6589.291282998886300
660,219,2,9251.576976982461900
661,220,0,2347.515644629830600
662,220,1,6089.427516841166800
663,220,2,8748.007910073600200
664,221,0,2522.572154304451900
665,221,1,6154.013421622002200
666,221,2,8791.648143777090800
667,222,0,3151.692678137670100
668,222,1,6735.332462989396800
669,222,2,9357.764900633577800
670,223,0,2997.305354056420600
671,223,1,6641.362749423193200
672,223,2,9278.182107091806800
673,224,0,2604.715985243185500
674,224,1,6355.657683697160800
675,224,2,9015.521350046423300
676,225,0,3017.538914127325400
677,225,1,6764.176058372322600
678,225,2,9422.740836101533200
679,226,0,2838.758225520594400
680,226,1,6609.644140791253400
681,226,2,9272.672888939485300
682,227,0,2217.920321623978500
683,227,1,5987.894593830686100
684,227,2,8650.729817983390600
685,228,0,2744.605606712918000
686,228,1,6495.865323408630500
687,228,2,9155.647713763042700
688,229,0,3512.597487730649400
689,229,1,6999.836731808934000
690,229,2,9595.925030434358600
691,230,0,2528.562723355849800
692,230,1,6156.455151591679200
693,230,2,8793.374993399922500
694,231,0,2268.017211151794500
695,231,1,6018.402402238255500
696,231,2,8677.120770670042500
697,232,0,3130.061081668002800
698,232,1,6871.542638396930700
699,232,2,9526.951221781168000
700,233,0,2821.278407438903300
701,233,1,6587.946133034532100
702,233,2,9250.579204355664800
703,234,0,2576.811747311172900
704,234,1,6334.267656703598700
705,234,2,8994.126995149872500
706,235,0,2721.147057697842700
707,235,1,6486.912583744277100
708,235,2,9148.610625280543900
709,236,0,3080.720387940740200
710,236,1,6849.397372123137800
711,236,2,9512.347573933866400
712,237,0,3087.554797728326300
713,237,1,6846.562041470057900
714,237,2,9506.383327923989800
715,238,0,3235.571109705219400
716,238,1,7005.307379765065900
717,238,2,9668.429526510479300
718,239,0,2998.251752509188500
719,239,1,6755.611773668334500
720,239,2,9416.390233750644300
721,240,0,3008.752896405847900
722,240,1,6669.722533669577400
723,240,2,9310.097640999923900
724,241,0,3019.379553046241700
725,241,1,6764.334855664169500
726,241,2,9420.763066947380100
727,242,0,3014.619286088896800
728,242,1,6762.876472133906600
729,242,2,9421.780293440781000
730,243,0,3125.270167490925800
731,243,1,6869.330511991072900
732,243,2,9525.382729469336500
733,244,0,2509.413045781714100
734,244,1,6148.667051989105900
735,244,2,8787.867157713186300
736,245,0,3131.893333109566400
737,245,1,6814.485269022816300
738,245,2,9458.960870186991100
739,246,0,2508.614247128507900
740,246,1,6245.676675881435600
741,246,2,8901.234655071113600
742,247,0,2931.235755293241700
743,247,1,6659.295804406860000
744,247,2,9311.890917417211300
745,248,0,2249.144983927700700
746,248,1,5989.507805183457100
747,248,2,8647.987283992310000
748,249,0,2903.335245056305700
749,249,1,6540.965471554613000
750,249,2,9177.045906790164700
751,250,0,2365.947496828986000
752,250,1,6027.494475333598500
753,250,2,8671.755169487645600
754,251,0,2741.730894386958900
755,251,1,6494.668445558599200
756,251,2,9154.775238417112600
757,252,0,3361.657989468742900
758,252,1,7119.025231073903300
759,252,2,9779.580908732341400
760,253,0,2890.780292215178600
761,253,1,6618.224157203897400
762,253,2,9270.775794497691100
763,254,0,2974.177668101221600
764,254,1,6745.106882943900000
765,254,2,9408.142325310063800
766,255,0,3104.650377337571200
767,255,1,6838.557405537109800
768,255,2,9492.158301695386400
769,256,0,2509.442778956567500
770,256,1,6244.811100129726600
771,256,2,8901.937714359908600
772,257,0,3537.385603149973100
773,257,1,7176.204364904870100
774,257,2,9808.506414064200700
775,258,0,2995.380801941227700
776,258,1,6523.850712754400800
777,258,2,9135.963951677003900
778,259,0,3354.196091704854100
779,259,1,7115.513034307602500
780,259,2,9776.925790613691800
781,260,0,2867.159963542366800
782,260,1,6607.398268530154400
783,260,2,9264.853494636425200
784,261,0,2776.011277677022500
785,261,1,6537.727488350032200
786,261,2,9198.421915503176900
787,262,0,2704.339173427962100
788,262,1,6386.366803079959900
789,262,2,9032.638605784930400
790,263,0,2732.541824346182700
791,263,1,6488.786521397977600
792,263,2,9149.529581933820700
793,264,0,3241.295618008254700
794,264,1,7007.940970757731500
795,264,2,9670.486207694390000
796,265,0,3277.826650141802000
797,265,1,6904.831261148867300
798,265,2,9536.020493387175500
799,266,0,3214.197904687469400
800,266,1,6764.772299806359100
801,266,2,9379.183062237951200
802,267,0,2665.769880432527300
803,267,1,6308.558914854993400
804,267,2,8947.320188158415500
805,268,0,2316.892787282059500
806,268,1,6072.340083463095700
807,268,2,8733.268539146789400
808,269,0,3084.805029403085900
809,269,1,6851.227080991722700
810,269,2,9513.760390885434400
811,270,0,2566.125649946737700
812,270,1,6329.407902320918800
813,270,2,8991.521915720133600
814,271,0,2474.204255329789200
815,271,1,6134.483309365238700
816,271,2,8777.837858014832800
817,272,0,3243.232102061083000
818,272,1,6860.076855444632200
819,272,2,9489.200638522972400
820,273,0,2716.252825814288800
821,273,1,6484.170016271416000
822,273,2,9147.036513735294600
823,274,0,2383.133767098245200
824,274,1,6066.706957546911300
825,274,2,8714.820695571028400
826,275,0,2818.720347884053400
827,275,1,6586.864982833909400
828,275,2,9249.754860248102000
829,276,0,2600.116467547736200
830,276,1,6343.045752250292900
831,276,2,9001.422915951036000
832,277,0,3083.301323365593800
833,277,1,6820.373468064476600
834,277,2,9476.833590551968900
835,278,0,3043.591225321432400
836,278,1,6814.544816848931100
837,278,2,9477.584881109247400
838,279,0,3179.813619780070000
839,279,1,6915.063394360940900
840,279,2,9568.844869894986900
841,280,0,3391.338180571008300
842,280,1,6993.345351311297200
843,280,2,9617.916204131715900
844,281,0,2821.824825932596500
845,281,1,6588.996420832068000
846,281,2,9251.012103851757300
847,282,0,2533.796269545207000
848,282,1,6158.592850059992100
849,282,2,8794.887111571217200
850,283,0,3257.940141004695800
851,283,1,7021.089889761319700
852,283,2,9682.924574643495400
853,284,0,2671.296060901873700
854,284,1,6442.010333819821400
855,284,2,9105.299925627947200
856,285,0,2066.217688927478800
857,285,1,5816.108664618122000
858,285,2,8476.399606303994000
859,286,0,3101.275346340664300
860,286,1,6858.637086346638200
861,286,2,9519.350624849053900
862,287,0,3025.862163499829400
863,287,1,6795.464122940924400
864,287,2,9458.092195571249200
865,288,0,2489.315868842148100
866,288,1,6140.549318081439200
867,288,2,8782.126983463573200
868,289,0,2983.276001742863600
869,289,1,6748.997963932123600
870,289,2,9411.421808824061400
871,290,0,3381.483800816618900
872,290,1,6932.551843784790400
873,290,2,9545.299959113534000
874,291,0,2840.544833619557700
875,291,1,6567.265764468859700
876,291,2,9219.778168020577100
877,292,0,2785.287210348155000
878,292,1,6555.798307357747900
879,292,2,9218.716097874836100
880,293,0,2453.423786675217300
881,293,1,6222.913129714159400
882,293,2,8886.052005804167500
883,294,0,3126.646830202884800
884,294,1,6723.663507141994200
885,294,2,9349.282199783479900
886,295,0,3143.081127529856500
887,295,1,6731.312050209506200
888,295,2,9354.841893981863900
889,296,0,2991.041511736723800
890,296,1,6752.423098140370700
891,296,2,9414.006687292358000
892,297,0,3223.495456264889500
893,297,1,6769.190051977019700
894,297,2,9382.399424917046400
895,298,0,3302.924557526412200
896,298,1,6894.505519529762800
897,298,2,9517.385951389300300
898,299,0,3375.418832772876600
899,299,1,7125.520966745261800
900,299,2,9784.461681359855000
901,300,0,2698.441178290828700
902,300,1,6469.110223112740600
903,300,2,9132.081512229988200
904,301,0,2607.180852722465300
905,301,1,6346.836826024765300
906,301,2,9002.749219354558600
907,302,0,2761.004123431278500
908,302,1,6502.724013196378100
909,302,2,9160.632965379654700
910,303,0,3704.920556076806000
911,303,1,7287.259965762649700
912,303,2,9904.534614586027600
913,304,0,2562.629644033607300
914,304,1,6328.402252811830300
915,304,2,8990.162736279939100
916,305,0,3205.036030229172000
917,305,1,6760.428751868113100
918,305,2,9376.021342555919500
919,306,0,3244.208976121886300
920,306,1,7009.288232922217500
921,306,2,9671.520987291487500
922,307,0,2923.005051831082700
923,307,1,6562.024133262672900
924,307,2,9198.262093355519000
925,308,0,2594.079273604910200
926,308,1,6351.318407641671900
927,308,2,9012.344826763532200
