FID,distance(m),nearest station
369,550.0406511,0
370,474.9307156,0
371,523.4536826,0
372,207.5972716,0
373,283.021965,0
374,276.5699487,0
375,356.9885186,0
376,611.8139556,0
377,65.87873813,0
378,569.494704,0
379,511.4010146,0
380,147.395192,0
381,599.2839916,0
382,531.1198543,0
383,72.95642648,0
384,322.4947077,0
385,392.2761851,0
386,545.913917,0
387,270.1808359,0
388,580.5157133,0
389,387.9060923,0
390,630.9985657,0
391,185.8099346,0
392,298.0582318,0
393,204.3227132,0
394,564.4122863,0
395,84.12304941,0
396,649.6508508,0
397,152.6930234,0
398,401.0876965,0
399,49.65270916,0
400,167.9532813,0
401,534.9803334,0
402,431.9072842,0
403,314.6633688,0
404,116.8344357,0
405,196.702997,0
406,418.6762484,0
407,274.2873045,0
408,371.1884667,0
409,259.1517543,0
410,226.7334875,0
411,369.8780327,0
412,517.5652538,0
413,102.7259337,0
414,277.1916392,0
415,302.3824984,0
416,573.7450285,0
417,249.040476,0
418,495.0716792,0
419,493.8567421,0
420,77.34843474,0
421,203.2461326,0
422,397.0733375,0
423,545.1572824,0
424,255.9393077,0
425,479.9044892,0
426,378.0521954,0
427,180.700745,0
428,393.8823101,0
429,225.0537589,0
430,302.065746,0
431,447.2553828,0
432,237.9322185,0
433,529.4020082,0
434,507.1853264,0
435,586.8312148,0
436,451.5707509,0
437,368.5787785,0
438,175.9008978,0
439,207.1094035,0
440,410.2515935,0
441,180.3937658,0
442,344.0906207,0
443,229.1278089,0
444,452.2792805,0
445,666.3320384,0
446,539.1603128,0
447,471.6135851,0
448,55.118753,0
449,187.5371693,0
450,352.7513295,0
451,613.8146619,0
452,124.6959082,0
453,152.9645569,0
454,222.3559771,0
455,500.9659824,0
456,589.2746214,0
457,105.8022617,0
458,226.804169,0
459,232.8074728,0
460,133.476305,0
461,199.3851483,0
462,269.5990007,0
463,459.9209822,0
464,171.569377,0
465,626.3607597,0
466,370.9384499,0
467,128.9965279,0
468,271.3056665,0
469,157.0942348,0
470,162.1859021,0
471,144.4482421,0
472,525.161188,0
473,190.0061486,0
474,362.7400288,0
475,512.7934096,0
476,477.8107388,0
477,140.1033794,0
478,642.3112198,0
479,185.100225,0
480,167.3907054,0
481,230.8662462,0
482,289.3111205,0
483,539.6203227,0
484,399.3546479,0
485,195.1429597,0
486,102.6130691,0
487,463.0868846,0
488,357.0249492,0
489,754.5821516,1
490,245.316106,0
491,521.3524868,0
492,285.0921283,0
493,286.1558339,0
494,248.6259064,0
495,301.4854951,0
496,498.9619937,0
497,243.591147,0
498,378.1670696,0
499,273.4420224,0
500,382.8400227,0
501,288.9883847,0
502,633.6478114,0
503,271.1791882,0
504,133.8039776,0
505,189.1587573,0
506,225.6700924,0
507,261.8562365,0
508,629.0982166,0
509,254.0316269,0
510,297.899113,0
511,334.6531011,0
512,231.5708545,0
513,358.4692431,0
514,406.1180626,0
515,519.9979815,0
516,119.0415871,0
517,389.0819704,0
518,600.0957493,0
519,380.9077105,0
520,216.982237,0
521,308.4657885,0
522,573.5062509,0
523,472.450055,0
524,661.8050799,0
525,281.367966,0
526,265.8769693,0
527,217.1492201,0
528,341.8288316,0
529,52.23530038,0
530,448.0755017,0
531,167.5571895,0
532,331.6696867,0
533,602.1927961,0
534,549.5154536,0
535,315.5350749,0
536,163.5753847,0
537,570.8276874,0
538,110.4159421,0
539,530.5765452,0
540,90.77421274,0
541,396.7357987,0
542,179.3461871,0
543,148.7522855,0
544,92.72674959,0
545,488.329427,0
546,146.3280333,0
547,367.3020914,0
548,118.5553796,0
549,178.0072269,0
550,364.0035324,0
551,153.3246124,0
552,88.8847559,0
553,200.0834736,0
554,564.1426593,0
555,265.3965762,0
556,781.7204649,1
557,81.99655329,0
558,359.6832628,0
559,551.5849874,0
560,318.2837677,0
561,144.3412662,0
562,508.5466973,0
563,209.9786789,0
564,528.6214306,0
565,400.7090343,0
566,183.6972528,0
567,230.6727425,0
568,293.2943435,0
569,151.3196551,0
570,491.5384105,0
571,562.064211,0
572,85.02870741,0
573,669.1055069,0
574,628.8173416,0
575,376.7775443,0
576,837.9077706,1
577,28.80864123,0
578,464.5218273,0
579,513.2366805,0
580,92.52797708,0
581,445.5450695,0
582,598.0367887,0
583,391.3287314,0
584,134.2191741,0
585,290.5237559,0
586,154.0722795,0
587,389.789154,0
588,140.18764,0
589,588.0427246,0
590,225.8087649,0
591,559.6045353,0
592,229.2505709,0
593,269.15293,0
594,401.8236147,0
595,168.2117909,0
596,125.5225175,0
597,749.1956205,0
598,355.9650194,0
599,175.0810389,0
600,810.7767746,1
601,725.2166869,0
602,227.4609532,0
603,312.1558201,0
604,243.5494631,0
605,180.4571393,0
606,424.4674506,0
607,150.4373072,0
608,185.5192268,0
609,702.0763752,0
610,445.6968788,0
611,454.6449424,0
612,541.9131179,0
613,246.417308,0
614,278.6377073,0
615,378.725726,0
616,407.4169471,0
617,355.133045,0
618,455.049148,0
619,385.974518,0
620,509.9276394,0
621,520.007661,0
622,239.2815029,0
623,143.7002106,0
624,551.8277709,0
625,162.7510288,0
626,365.7786388,0
627,533.2305995,0
628,285.2474659,0
629,530.573425,0
630,320.4033371,0
631,704.8195953,0
632,513.5607975,0
633,332.797418,0
634,444.4942121,0
635,382.6653309,0
636,638.4940863,0
637,635.0300684,0
638,111.2162809,0
639,210.1915753,0
640,291.000187,0
641,481.9311818,0
642,237.9829741,0
643,147.0775111,0
644,325.8084677,0
645,234.8377443,0
646,569.4159772,0
647,748.7869447,0
648,363.4482538,0
649,215.6699579,0
650,457.9282657,0
651,147.2002997,0
652,481.4744771,0
653,169.9189302,0
654,432.937404,0
655,160.4545945,0
656,382.4065154,0
657,482.4960253,0
658,155.1145058,0
659,218.7241503,0
660,564.870073,0
661,79.6145284,0
662,398.2113245,0
663,427.1504508,0
664,164.7879732,0
665,221.6612541,0
666,449.7033459,0
667,141.1074935,0
668,496.5009278,0
669,41.8297585,0
670,599.6690552,0
671,154.5981161,0
672,197.7481692,0
673,526.1709234,0
674,206.3330397,0
675,168.0689963,0
676,514.0009403,0
677,409.0017934,0
678,518.5094297,0
679,298.4446005,0
680,521.7741102,0
681,409.3644902,0
682,283.0622014,0
683,541.038196,0
684,416.0226444,0
685,283.4744013,0
686,266.8152922,0
687,323.2371767,0
688,216.9867218,0
689,274.5605599,0
690,429.7896682,0
691,515.1996032,0
692,302.114461,0
693,152.4630842,0
694,568.6811477,0
695,126.8442988,0
696,515.0371631,0
697,309.6921927,0
698,241.5285633,0
699,266.772967,0
700,773.1225324,0
701,221.2994953,0
702,292.5559182,0
703,548.6851573,0
704,480.2265013,0
705,632.782429,0
706,843.4537986,0
707,148.7507267,0
708,188.6674492,0
709,171.7145319,0
710,265.8736826,0
711,136.5858155,0
712,475.6384953,0
713,156.4187128,0
714,140.3584593,0
715,78.49254427,0
716,365.0505381,0
717,117.9120575,0
718,486.9438068,0
719,751.1607399,0
720,521.8976768,0
721,222.8378388,0
722,346.5024586,0
723,499.0390874,0
724,517.6966839,0
725,126.5267236,0
726,555.743692,0
727,566.854592,0
728,100.0413128,0
729,191.6163872,0
730,477.126314,0
731,189.343729,0
732,605.3941962,0
733,106.9098123,0
734,161.1656323,0
735,192.60912,0
736,636.1668606,0
737,185.1930974,0
738,341.836163,0
739,104.7282065,0
740,419.2894789,0
741,273.3253279,0
742,635.8838196,0
743,486.0242785,0
744,573.6670936,0
745,347.4259493,0
746,360.1129792,0
747,660.361193,0
748,463.5243802,0
749,313.4409779,0
750,305.3463851,0
751,155.9502999,0
752,124.0472879,0
753,147.9814689,0
754,429.5384399,0
755,238.7243729,0
756,171.3375818,0
757,441.4906409,0
758,532.9808186,0
759,648.7069044,0
760,419.5737317,0
761,597.3515388,0
762,493.886661,0
763,200.8583788,0
764,718.730863,0
765,441.729111,0
766,195.748267,0
767,71.12643045,0
768,758.6468931,0
769,536.5757414,0
770,205.6968768,0
771,487.035473,0
772,509.8181312,0
773,210.5109888,0
774,729.0933266,0
775,746.0626438,0
776,814.8489968,0
777,759.2195729,0
778,785.4139841,0
779,858.6725522,0
780,772.3988412,0
781,829.1561103,0
782,843.1915935,0
783,800.5691853,0
784,735.5466308,0
785,617.3925671,0
786,287.2615321,0
787,344.429313,0
788,284.126598,1
789,521.0576193,0
790,474.5484074,1
791,441.4144607,0
792,194.9740286,1
793,144.4478846,1
794,490.0702005,0
795,411.8551265,0
796,396.4120185,0
797,534.6846537,0
798,387.3981214,1
799,225.7071323,1
800,352.0187894,1
801,555.5546681,0
802,309.8665225,1
803,408.995204,1
804,572.7690598,0
805,436.0328952,1
806,461.2563436,1
807,478.3572244,0
808,395.9570005,0
809,300.7585897,1
810,470.6161122,0
811,418.6948257,1
812,339.8242534,1
813,551.2085883,1
814,389.049914,0
815,533.0659099,0
816,518.1555661,1
817,492.9932035,0
818,277.3952947,1
819,369.7112632,1
820,276.4591616,1
821,445.0349096,0
822,280.8167383,1
823,210.1945283,1
824,376.0930129,1
825,386.215826,1
826,400.3974665,1
827,138.2569728,1
828,345.1321257,0
829,397.8489465,0
830,487.5483435,0
831,354.6813097,0
832,388.7206145,1
833,374.7622128,0
834,233.6852915,1
835,559.4519403,1
836,540.2550834,0
837,387.8479005,1
838,356.4864865,0
839,240.7119515,1
840,516.3210654,0
841,153.7464792,1
842,560.5475756,0
843,524.8809287,1
844,394.7177008,0
845,199.410342,1
846,425.0056177,1
847,433.3175822,1
848,200.2905717,1
849,466.4604089,1
850,417.5281583,0
851,528.7454129,0
852,309.3690559,1
853,184.0675127,1
854,550.1162894,0
855,461.6539811,1
856,440.2678068,0
857,435.2889326,1
858,564.3305471,0
859,266.3969358,1
860,553.1580291,0
861,467.0802987,1
862,467.3912995,0
863,516.335295,0
864,451.2785108,1
865,470.0305664,1
866,319.6104829,1
867,459.4529069,1
868,327.7169001,1
869,210.7808745,1
870,269.2735779,1
871,300.2920003,0
872,402.7380382,1
873,229.0539623,1
874,402.4930135,1
875,391.3641949,0
876,448.8087783,0
877,539.7370112,0
878,454.3723329,0
879,390.6947129,1
880,378.9278452,1
881,342.4169039,1
882,494.8548457,0
883,438.6664772,1
884,395.3456894,1
885,471.6486877,0
886,154.108581,1
887,515.8711827,0
888,359.0609291,1
889,430.1231252,0
890,324.1381668,1
891,230.3647267,1
892,421.7999458,0
893,438.5016206,0
894,385.5419604,0
895,356.0968473,1
896,499.9502821,0
897,549.0405438,0
898,355.9322339,1
899,418.8310335,1
900,483.665268,0
901,334.2562094,1
902,525.898106,0
903,565.8480787,0
904,406.1689841,0
905,373.9954199,0
906,384.8206439,1
907,435.1162326,1
908,232.4724054,1
909,337.9834248,1
910,389.1819625,1
911,273.7170714,1
912,464.4079881,1
913,279.0130117,1
914,354.0531587,0
915,264.3557278,1
916,521.8164567,0
917,277.5630089,1
918,489.0361884,0
919,179.9916593,1
920,254.5523524,1
921,556.2675368,1
922,273.3726168,1
923,357.5484064,1
924,469.1663218,0
925,566.7686039,0
926,455.0726335,0
927,285.6140555,1
928,484.098775,0
929,474.9531757,0
930,437.7053154,1
931,123.8208797,1
932,314.760853,1
933,529.0368218,1
934,352.1980956,1
935,359.1428773,1
936,558.2909431,0
937,466.6796241,1
938,357.4187155,1
939,372.1101755,1
940,437.6790563,0
941,294.7293185,1
942,248.3348021,1
943,447.8064255,0
944,435.1246768,0
945,145.7409737,1
946,515.2882238,0
947,435.6407809,0
948,544.8148691,1
949,306.1417232,1
950,115.7071773,1
951,532.6166966,1
952,452.0104054,0
953,283.1482117,1
954,390.1387574,0
955,363.6258632,1
956,476.5792444,0
957,452.9028714,0
958,293.1101547,1
959,229.8157217,1
960,393.8857967,1
961,554.2090282,0
962,603.4281709,1
963,316.0514439,1
964,429.0083006,1
965,216.68709,1
966,526.9070541,0
967,216.777613,1
968,461.4306167,0
969,472.8972433,0
970,389.8336734,1
971,377.7522417,1
972,318.4373012,1
973,399.9125946,0
974,350.5200829,0
975,450.6945064,0
976,485.3863837,0
977,312.7433142,1
978,547.8218979,1
979,224.9978952,1
980,220.8765208,1
981,202.4733706,1
982,382.0474364,1
983,501.9027523,0
984,340.0881368,0
985,195.0847923,1
986,279.3215406,1
987,202.2408413,1
988,374.939978,1
989,424.9444547,0
990,267.0241097,1
991,518.5870544,0
992,466.7384798,0
993,282.9620965,1
994,600.6738567,0
995,322.2687814,1
996,222.9791336,1
997,379.2052395,1
998,358.8470878,0
999,468.2998824,1
1000,516.670507,0
1001,269.8929047,1
1002,365.9869922,1
1003,356.4663722,0
1004,589.395068,1
1005,520.5095042,1
1006,590.2480011,0
1007,554.7523489,1
1008,519.6956723,0
1009,394.2043993,1
1010,226.5163607,1
1011,492.7348383,0
1012,464.3637604,1
1013,329.1724923,1
1014,398.1804208,1
1015,258.7149964,1
1016,190.2638788,1
1017,354.7642419,1
1018,480.919429,1
1019,519.5260938,1
1020,100.0759066,1
1021,431.3522062,1
1022,400.3174696,0
1023,178.0130946,1
1024,490.9803692,0
1025,436.4905621,1
1026,525.2057851,0
1027,455.1725164,0
1028,469.6943893,0
1029,407.8260082,1
1030,268.1127048,1
1031,468.6520919,1
1032,386.6241568,1
1033,524.2120039,0
1034,510.6037989,0
1035,108.191046,1
1036,265.1254363,1
1037,215.1774996,1
1038,437.8278017,1
1039,53.59063524,1
1040,489.5741116,1
1041,553.108272,0
1042,488.8132751,0
1043,473.1129609,0
1044,388.1409419,0
1045,236.3862234,1
1046,281.4144152,1
1047,487.177611,0
1048,199.6616064,1
1049,490.2529189,1
1050,543.5739418,0
1051,393.0226979,0
1052,154.7973752,1
1053,298.1282273,1
1054,342.1753557,0
1055,545.9473233,0
1056,434.2179983,1
1057,420.7181747,1
1058,460.6084248,0
1059,320.9897007,1
1060,394.1867566,0
1061,278.8429039,1
1062,419.5545129,0
1063,217.9560234,1
1064,327.0832291,0
1065,467.7696669,0
1066,320.3598029,1
1067,361.015728,1
1068,516.8004015,0
1069,514.455612,1
1070,60.61433805,1
1071,549.6419227,1
1072,495.3247549,0
1073,392.6511921,0
1074,469.3993283,0
1075,548.1732284,0
1076,373.1296272,0
1077,339.3029717,1
1078,464.1876894,0
1079,283.6831914,1
1080,463.8647504,0
1081,388.9597301,0
1082,308.0111335,1
1083,532.5955063,0
1084,439.3817821,0
1085,85.40902332,1
1086,439.3246544,1
1087,520.9269296,0
1088,577.2391383,0
1089,513.520915,1
1090,207.6731416,1
1091,435.1990812,0
1092,397.4092052,0
1093,163.6427888,1
1094,471.4040994,0
1095,554.0014219,1
1096,358.4917581,0
1097,391.9770072,1
1098,425.1831472,1
1099,188.0316096,1
1100,466.1830879,1
1101,247.304237,1
1102,275.6678605,1
1103,306.3973294,1
1104,468.6757922,0
1105,448.6092239,1
1106,523.3910203,0
1107,324.2227463,1
1108,433.5610924,1
1109,196.1764943,1
1110,377.4727194,0
1111,306.9859025,1
1112,243.8981062,1
1113,390.1233007,0
1114,472.1466154,1
1115,468.610676,1
1116,234.1625114,1
1117,250.8039757,1
1118,434.0950652,1
1119,365.4970646,0
1120,346.5030368,1
1121,301.6746877,1
1122,386.1958275,0
1123,522.5908886,0
1124,389.3854625,0
1125,219.0327009,1
1126,260.5486384,1
1127,478.2228729,0
1128,440.9257849,1
1129,306.9646067,1
1130,145.9103231,1
1131,431.5388432,1
1132,498.2740878,0
1133,547.358847,0
1134,457.4080739,1
1135,359.1939771,1
1136,204.5823873,1
1137,370.0397507,1
1138,402.0827127,0
1139,370.9945002,0
1140,275.7036906,1
1141,351.7977963,0
1142,530.6304924,0
1143,396.1250319,1
1144,308.1971085,1
1145,444.8382569,0
1146,478.2054234,0
1147,438.1500244,0
1148,480.8326424,0
1149,519.1180623,1
1150,559.1665408,0
1151,223.6601041,1
1152,197.2313485,1
1153,525.4493307,0
1154,190.2327992,1
1155,557.2901496,0
1156,291.5184908,1
1157,513.9590059,1
1158,205.0193528,1
1159,517.5859321,0
1160,442.6649052,1
1161,390.2507138,1
1162,392.0139596,1
1163,344.2197998,1
1164,578.86656,0
1165,438.9041462,0
1166,387.8959732,0
1167,307.6311589,0
1168,482.2051025,1
1169,156.2166125,1
1170,558.6163414,1
1171,259.6814129,1
1172,398.3151439,0
1173,369.1812761,0
1174,166.0142784,1
1175,275.3948052,1
1176,300.6612492,0
1177,160.1896389,1
1178,446.4771174,1
1179,385.9562266,0
1180,475.284072,1
1181,365.7526302,0
1182,556.1263193,0
1183,332.6267221,1
1184,400.3632835,0
1185,395.8159476,1
1186,286.1929712,1
1187,443.9585721,1
1188,441.7239239,0
1189,536.8943906,0
1190,178.2653312,1
1191,290.6423365,0
1192,134.8102184,1
1193,468.7062375,0
1194,307.9786656,1
1195,495.8381665,1
1196,149.7994136,1
1197,183.318153,1
1198,454.3437488,0
1199,355.984046,0
1200,468.2101261,1
1201,392.3449245,1
1202,211.5569377,1
1203,305.0202823,1
1204,416.2262389,1
1205,297.4037814,1
1206,523.6791309,0
1207,504.6336444,1
1208,515.8952433,0
1209,508.9588607,0
1210,513.8853452,1
1211,586.5325187,0
1212,477.4949861,0
1213,275.2014989,1
1214,113.2011817,1
1215,353.5614992,1
1216,457.5391671,0
1217,311.805087,1
1218,518.7161826,0
1219,467.0720306,1
1220,436.5909337,0
1221,196.3243341,1
1222,75.53401999,1
1223,517.4646991,0
1224,138.3328901,1
1225,527.0629498,0
1226,523.9396502,1
1227,585.1178032,0
1228,444.5238929,1
1229,475.4601519,1
1230,172.397133,1
1231,383.6294425,0
1232,534.9957914,0
1233,517.8571772,1
1234,559.7227148,1
1235,486.36523,0
1236,182.0925516,1
1237,470.7183217,0
1238,451.7205345,1
1239,318.5870934,1
1240,446.8593131,0
1241,477.7759251,1
1242,131.0056435,1
1243,360.8580558,1
1244,277.459437,1
1245,574.8073366,0
1246,491.3671513,0
1247,428.0738125,1
1248,434.4358428,0
1249,304.2923258,1
1250,471.0850381,0
1251,593.9734764,0
1252,434.6844682,1
1253,363.6521897,0
1254,441.9779494,1
1255,546.276362,0
1256,380.7385163,0
1257,274.1885883,1
1258,443.9390566,1
1259,344.8919021,1
1260,314.7698047,1
1261,611.0330513,1
1262,553.0170304,1
1263,392.8635274,0
1264,447.3845098,1
1265,292.6921047,1
1266,392.3706436,1
1267,443.298022,0
1268,67.828125,1
1269,355.7961493,1
1270,410.5931027,1
1271,530.9484787,0
1272,517.2549851,1
1273,522.2665731,0
1274,437.28236,1
1275,358.1591049,0
1276,323.7515033,1
1277,475.3906085,1
1278,315.8055145,1
1279,487.7989064,0
1280,172.0461378,1
1281,374.8570364,1
1282,334.1221669,0
1283,413.303473,1
1284,514.7362474,1
1285,264.5696867,1
1286,405.2219683,1
1287,316.4586317,1
1288,549.8823493,0
1289,289.2339895,1
1290,391.3137648,0
1291,582.8859305,0
1292,470.046903,0
1293,284.1688547,0
1294,364.0044486,1
1295,384.5098049,1
1296,371.4256797,1
1297,511.3342292,0
1298,435.3457086,1
1299,230.3830652,1
1300,318.528986,1
1301,149.5614548,1
1302,516.6875139,1
1303,481.2170025,0
1304,349.1882617,1
1305,472.7355603,1
1306,610.9563164,0
1307,385.5202145,1
1308,402.5803752,0
1309,390.902251,1
1310,122.1681986,1
1311,290.3301403,1
1312,319.8117935,0
1313,437.1319296,1
1314,397.9012319,1
1315,190.6685179,1
1316,139.1395011,1
1317,116.9554547,1
1318,179.2990566,1
1319,216.0941616,1
1320,126.8811707,1
1321,164.7091508,1
1322,155.2758559,1
1323,263.2736396,1
1324,73.93562288,1
1325,129.1518235,1
1326,268.0034834,1
1327,108.9466331,1
1328,247.0447032,1
1329,212.1621556,1
1330,170.6539357,1
1331,74.45838399,1
1332,154.0007179,1
1333,200.4908005,1
1334,214.5727684,1
1335,149.3796718,1
1336,277.2513052,1
1337,159.9119005,1
1338,182.7033174,1
1339,156.5858887,1
1340,280.2880082,1
1341,169.38274,1
1342,145.7569052,1
1343,120.3068346,1
1344,272.8332173,1
1345,194.3123668,1
1346,282.7859459,1
1347,177.5737648,1
1348,128.064932,1
1349,251.9282486,1
1350,195.2429758,1
1351,132.4577358,1
1352,106.4593623,1
1353,206.0070421,1
1354,110.9090632,1
1355,94.16907481,1
1356,466.7641284,1
1357,492.955935,1
1358,336.7753083,1
1359,505.8306602,1
1360,537.5559812,1
1361,561.9492346,1
1362,395.05827,1
1363,654.1772859,1
1364,240.7133011,1
1365,532.5159343,1
1366,406.3308396,1
1367,527.380129,1
1368,523.0337368,1
1369,219.2514601,1
1370,362.4267194,1
1371,130.503527,1
