FID,distance to SAS,distance to stations before,distance decreased
1558,689.4369323,267.7464784,
1559,588.6123869,360.2353845,
1560,760.4732682,458.6920926,
1561,803.5790868,398.4636346,
1562,890.0201482,392.1853578,
1563,542.4358635,128.255686,
1564,869.887157,384.316968,
1565,555.9595417,188.4630631,
1566,628.6334317,410.2519815,
1567,772.5530741,459.1940321,
1568,749.3614852,458.3009693,
1569,737.1027377,428.6413412,
1570,879.9152411,380.4490536,
1571,786.7469787,480.8102487,
1572,851.5906179,342.145923,
1573,812.4182078,307.0185651,
1574,689.250882,335.2096644,
1575,775.8357808,379.9712467,
1576,852.9011235,343.7874788,
1577,904.5181775,423.8461393,
1578,837.4585632,501.9183778,
1579,805.9524149,500.8367627,
1580,840.8883161,361.3578605,
1581,870.1192858,369.0303092,
1582,813.2311029,506.6108555,
1583,480.0585777,310.3712499,
1584,737.7702526,448.7788859,
1585,825.9133068,511.5493927,
1586,644.7344597,222.0051914,
1587,750.7545797,363.5845059,
1588,761.1872145,342.1826502,
1589,751.3190568,391.3936879,
1590,727.7536892,394.4402051,
1591,776.6836786,437.7431795,
1592,805.9364797,504.8759879,
1593,820.5163113,373.6860969,
1594,572.3039933,350.9653168,
1595,767.0830335,464.2177283,
1596,772.4106122,526.6626618,
1597,751.8705956,511.2021369,
1598,472.4115238,357.1542963,
1599,939.2094977,417.3880122,
1600,891.8087279,373.8746163,
1601,646.1141595,326.4686587,
1602,773.6375884,469.7264717,
1603,642.571685,294.8122167,
1604,901.713116,402.0608897,
1605,806.0027706,410.1897386,
1606,575.1952975,398.089004,
1607,826.327148,380.0493571,
1608,832.4746719,522.1128284,
1609,611.1636143,345.0367626,
1610,745.8588849,410.2918027,
1611,843.4026328,339.4152624,
1612,935.2434014,512.7040117,
1613,876.1147565,502.8339031,
1614,722.0596943,240.9120495,
1615,758.2902477,364.808515,
1616,823.776011,407.4200573,
1617,820.0056506,314.8075307,
1618,576.3655564,158.7690206,
1619,740.321439,231.4341488,
1620,798.3153393,402.4757002,
1621,818.41826,287.1152943,
1622,783.6293541,421.5479439,
1623,637.8391475,363.3432481,
1624,813.0983786,449.4006968,
1625,651.4674997,439.0725199,
1626,845.2288604,358.427919,
1627,968.9643636,472.3810691,
1628,562.4249555,178.1805523,
1629,417.3554956,296.7421323,
1630,859.7590444,488.238909,
1631,782.6946772,443.1563546,
1632,884.7410134,386.0589747,
1633,629.0034623,357.1556204,
1634,679.1970237,216.2434797,
1635,858.3146769,396.8486155,
1636,511.5460491,203.1084976,
1637,797.5671816,477.5406433,
1638,939.2898743,443.880593,
1639,931.0948372,469.6260782,
1640,790.5518758,471.7096666,
1641,645.1877903,376.919786,
1642,794.0171708,410.1200623,
1643,875.4825834,375.2871275,
1644,373.2848283,259.457649,
1645,636.5608057,415.2632962,
1646,623.0400911,353.0471468,
1647,718.6657563,484.3537435,
1648,848.9089866,459.7400426,
1649,738.1470769,501.0774563,
1650,770.3060651,224.3335229,
1651,676.9758437,381.7600426,
1652,559.6013322,141.6666341,
1653,898.1084918,381.2525996,
1654,464.6058214,286.0095261,
1655,817.3773021,459.0694567,
1656,830.9794711,366.233726,
1657,907.1759847,444.9001054,
1658,640.2972768,321.9058872,
1659,775.8341066,274.427945,
1660,909.6511313,383.04963,
1661,793.8458819,486.8972142,
1662,852.6518104,533.2480228,
1663,931.1123465,407.9992483,
1664,836.6777021,442.4541981,
1665,800.0966487,500.6784283,
1666,819.3497396,518.585488,
1667,858.1472052,537.784665,
1668,651.94522,331.0879606,
1669,510.834873,288.8015933,
1670,943.1264339,447.2309792,
1671,792.7366673,247.1526199,
1672,828.3876052,476.6159109,
1673,902.4985878,407.0514614,
1674,785.9396078,239.1471855,
1675,838.3477168,469.1407768,
1676,970.556937,456.7862669,
1677,888.6158254,479.7083675,
1678,893.1869745,386.9929316,
1679,634.4957195,317.4021517,
1680,897.6349586,435.6130743,
1681,667.0651515,315.6629019,
1682,731.2341597,496.0265356,
1683,652.7252885,374.0224093,
1684,534.9521328,161.1065278,
1685,857.5608661,414.1229373,
1686,836.5745321,467.9146036,
1687,606.876372,371.2131283,
1688,850.5902029,406.5369014,
1689,876.8124116,400.6554288,
1690,453.4549201,218.3521706,
1691,761.0538999,361.9674589,
1692,694.8269887,273.3157625,
1693,824.0978094,480.8877313,
1694,719.6033283,205.9211638,
1695,730.2710509,219.097147,
1696,864.967287,363.0080599,
1697,930.9987994,517.1683128,
1698,847.3445828,340.6176436,
1699,890.7284195,436.3634569,
1700,639.5596661,434.4406291,
1701,764.4285225,376.9702611,
1702,826.2828301,321.3082234,
1703,871.9334503,412.0370424,
1704,622.874091,308.5313104,
1705,868.2662579,410.0779938,
1706,480.1954516,359.3668669,
1707,922.1565504,424.3212844,
1708,717.1109957,471.3553174,
1709,655.6749544,262.3779896,
1710,617.1749868,304.2592393,
1711,900.9117507,438.4575688,
1712,843.3943904,531.0512563,
1713,855.053538,540.699689,
1714,965.1853506,454.1213002,
1715,847.2689452,310.2001995,
1716,874.199803,416.0411878,
1717,423.7710899,297.6048512,
1718,807.0958515,550.9965877,
1719,639.2355953,246.9646624,
1720,770.7991857,432.4619958,
1721,633.6865478,241.827779,
1722,854.0038716,454.9369664,
1723,909.7919079,536.5987861,
1724,882.3403825,395.2974283,
1725,626.9096518,426.7695193,
1726,474.7802251,223.8214347,
1727,455.816044,188.296709,
1728,895.8473734,365.3991708,
1729,796.6851323,455.8225869,
1730,912.1209636,413.3820901,
1731,679.5617969,353.642968,
1732,786.7460428,390.882923,
1733,492.8541459,766.2966632,273.4425173
1734,537.4292133,562.5576795,25.12846615
1735,214.1510478,592.4817742,378.3307264
1736,686.6209687,559.9712229,-126.6497458
1737,808.2506606,549.3806424,-258.8700182
1738,231.3005202,374.835188,
1739,372.3815793,573.66345,201.2818707
1740,610.3973353,527.8931202,-82.50421512
1741,630.2856677,928.7549629,298.4692952
1742,165.3090671,389.7975034,
1743,626.9490162,452.4732942,-174.475722
1744,477.1904788,694.7830757,217.5925969
1745,743.437229,600.9216472,-142.5155818
1746,650.4807649,789.9697452,139.4889803
1747,327.8723596,301.7359704,
1748,346.4347275,702.6091973,356.1744698
1749,175.308279,307.6181381,
1750,366.4465934,629.0363404,262.589747
1751,278.894431,453.9936378,175.0992068
1752,601.2710635,847.1066596,245.8355961
1753,718.5562317,602.600062,-115.9561697
1754,146.0678628,551.8411907,405.7733279
1755,559.2480774,774.9360238,215.6879464
1756,539.9174311,586.646377,46.72894592
1757,128.2161415,355.20573,
1758,426.1186346,782.2836134,356.1649788
1759,532.2434988,652.8590332,120.6155344
1760,314.9408757,539.1269183,224.1860426
1761,814.8793325,602.6497102,-212.2296223
1762,368.2511611,480.926729,112.6755679
1763,614.7841229,592.2961916,-22.48793132
1764,123.6910499,528.6884827,404.9974328
1765,101.999809,368.8165621,
1766,376.8911787,641.135381,264.2442023
1767,294.7908968,737.0875542,442.2966574
1768,82.3187943,481.0589576,398.7401633
1769,393.4055381,806.1610644,412.7555263
1770,807.5351702,602.0439711,-205.4911991
1771,698.621594,919.8077476,221.1861536
1772,296.9062204,415.962608,119.0563876
1773,298.5647927,664.0689682,365.5041755
1774,570.7412384,790.7121908,219.9709524
1775,869.4885185,1056.705096,187.2165777
1776,333.4639199,778.959531,445.4956111
1777,82.8450154,389.8385639,
1778,369.168682,726.9103758,357.7416938
1779,341.0649393,785.8983783,444.833439
1780,266.9943702,720.9153018,453.9209316
1781,325.7095018,714.2766749,388.5671731
1782,570.1703967,640.9226687,70.75227197
1783,596.7723265,469.5377907,-127.2345358
1784,296.243878,294.8407749,
1785,555.1534612,767.263821,212.1103598
1786,568.9264189,701.5553516,132.6289327
1787,650.840786,782.6993624,131.8585764
1788,576.5485141,798.579628,222.0311139
1789,328.8347642,768.065937,439.2311728
1790,87.62912913,431.1071388,
1791,304.606148,518.843265,214.237117
1792,822.57906,1019.299297,196.7202374
1793,469.8878178,579.381345,109.4935272
1794,498.3448876,884.1961058,385.8512182
1795,899.6207183,623.3229104,-276.2978079
1796,283.7237468,266.28334,
1797,608.1982661,519.8937658,-88.3045003
1798,842.4172754,540.7294729,-301.6878025
1799,503.112233,796.2025855,293.0903525
1800,65.46599702,535.1599024,469.6939054
1801,732.9153041,601.4860113,-131.4292929
1802,625.474962,789.9269007,164.4519387
1803,562.0700452,937.2635567,375.1935115
1804,393.2584003,792.5546086,399.2962083
1805,385.4962771,713.1045832,327.6083061
1806,233.9382199,353.2807589,
1807,510.7966271,629.4601596,118.6635325
1808,795.2735332,959.260606,163.9870728
1809,558.4212338,724.1286838,165.70745
1810,440.7296161,730.810233,290.0806169
1811,603.7366457,502.3454645,-101.3911812
1812,922.7392205,531.8527907,-390.8864298
1813,615.129773,543.9941028,-71.13567024
1814,94.55588149,376.4733704,
1815,625.0173897,943.7740771,318.7566874
1816,605.606872,804.8621973,199.2553253
1817,336.9535473,271.2161979,
1818,365.6995266,719.5978614,353.8983348
1819,594.9703429,744.9545327,149.9841898
1820,70.61065743,455.9719876,385.3613302
1821,643.5252281,547.1529332,-96.37229487
1822,272.2564237,427.1312508,154.8748271
1823,406.2477871,761.9522156,355.7044285
1824,465.6379125,569.6148047,103.9768922
1825,443.4445602,642.3508505,198.9062903
1826,258.9289568,301.8222307,
1827,464.9448858,701.3735463,236.4286605
1828,363.1312289,461.7531295,98.62190063
1829,128.3802478,471.0892998,342.709052
1830,683.0967085,800.4711772,117.3744687
1831,620.4064173,799.6397669,179.2333496
1832,140.9261541,437.2077574,
1833,321.074164,760.9824825,439.9083185
1834,819.0725237,991.2868689,172.2143452
1835,550.9515739,669.4561726,118.5045987
1836,510.5371578,448.0155238,-62.52163402
1837,490.2954639,676.0431441,185.7476802
1838,56.14781877,421.2264698,
1839,241.6962144,628.9172602,387.2210458
1840,152.1274155,412.7881547,
1841,798.4325128,976.0369986,177.6044858
1842,829.7421092,604.182703,-225.5594062
1843,371.1922696,692.4332301,321.2409605
1844,406.8151138,796.8517619,390.0366481
1845,267.2484395,608.0527666,340.8043271
1846,871.3802802,1087.513854,216.1335736
1847,604.2625105,610.0846969,5.822186422
1848,723.6654296,1039.2907,315.6252704
1849,209.7863928,345.6152803,
1850,1118.897324,485.0218648,-633.8754592
1851,403.2747548,628.796343,225.5215882
1852,236.7563546,597.353677,360.5973224
1853,422.9385571,752.9857838,330.0472267
1854,250.8299818,358.5161147,
1855,317.5838767,544.0310244,226.4471477
1856,173.3385023,534.9596866,361.6211843
1857,331.7183138,272.6803278,
1858,544.4967884,701.6786093,157.1818209
1859,287.0991964,478.1569257,191.0577293
1860,640.3548816,761.4377793,121.0828977
1861,161.032197,622.9384214,461.9062244
1862,596.1384073,632.8973231,36.75891578
1863,246.4565447,323.7317855,
1864,876.674131,605.357779,-271.316352
1865,204.5605561,493.1272469,288.5666908
1866,293.1250974,493.41577,200.2906726
1867,618.0842457,935.9528311,317.8685854
1868,729.3361082,605.4896668,-123.8464414
1869,525.0441875,729.2788425,204.234655
1870,528.7471376,663.6942639,134.9471263
1871,557.962557,854.1385867,296.1760297
1872,143.7326073,420.1172654,
1873,797.5830226,987.1559161,189.5728935
1874,275.6479286,274.3595054,
1875,56.86083632,463.554856,406.6940197
1876,228.9718916,646.2605805,417.2886889
1877,215.0709264,459.5814256,244.5104992
1878,435.1488049,690.5713246,255.4225197
1879,270.4314622,417.4030848,146.9716226
1880,251.5153941,631.1502454,379.6348513
1881,484.387825,899.2203867,414.8325617
1882,495.4612365,596.0008143,100.5395778
1883,280.8221511,581.3921642,300.5700131
1884,793.3105181,601.1813265,-192.1291916
1885,268.6377613,282.0002691,
1886,630.2619635,601.2711077,-28.99085576
1887,353.5902189,323.4089489,
1888,126.6522775,443.019244,
1889,400.7943196,727.4547775,326.6604579
1890,161.3888737,384.2562195,
1891,110.4524643,456.135109,
1892,514.8707995,478.3332379,-36.5375616
1893,1009.62853,522.0780013,-487.5505287
1894,624.0439837,577.2394334,-46.80455032
1895,212.8397237,294.0066246,
1896,558.6254907,906.2826411,347.6571504
1897,434.8168812,627.097781,192.2808998
1898,557.5916965,517.7749273,-39.81676924
1899,559.9072336,526.207493,-33.69974063
1900,419.2835256,539.2325135,119.9489879
1901,156.41451,564.7813098,408.3667998
1902,440.9293994,698.5005109,257.5711115
1903,354.531143,557.7256018,203.1944588
1904,836.5820379,1025.950782,189.3687438
1905,348.5265876,792.7192796,444.192692
1906,241.6677942,585.007002,343.3392078
1907,515.8140811,483.4577254,-32.35635571
1908,336.1238723,685.9633438,349.8394715
1909,160.9789311,409.5659919,
1910,326.1345392,559.2752218,233.1406826
1911,275.4734948,582.7393385,307.2658437
1912,151.1334705,558.2914902,407.1580197
1913,316.7716277,411.0900901,94.31846239
1914,384.5366956,628.4278791,243.8911835
1915,205.1932506,355.5261903,
1916,288.6210258,738.2164094,449.5953836
1917,627.9875371,660.9330453,32.94550821
1918,336.5354054,775.1067883,438.5713829
1919,794.7593632,617.6062819,-177.1530813
1920,406.8003378,504.9727451,98.17240729
1921,654.1295277,796.2609391,142.1314114
1922,635.5116131,794.5589363,159.0473232
1923,372.9430687,496.0509985,123.1079298
1924,364.8693621,663.3214862,298.4521241
1925,467.1554037,588.3326778,121.1772741
1926,287.8890128,485.0397017,197.1506889
1927,251.7549318,313.8310542,
1928,521.8120379,791.8921993,270.0801614
1929,275.8618894,442.6742726,166.8123832
1930,437.2054924,573.3319958,136.1265034
1931,712.8916621,856.2927018,143.4010397
1932,123.2223027,554.6421033,431.4198006
1933,668.4885339,522.4963131,-145.9922208
1934,158.1719542,401.0817093,
1935,518.6073566,625.4644246,106.857068
1936,76.03808862,398.9138876,
1937,281.703424,462.9125198,181.2090958
1938,487.8365306,893.7999436,405.963413
1939,542.0864372,912.9081143,370.8216771
1940,153.9595596,408.9378388,
1941,108.3559305,416.8303708,
1942,167.1149023,481.668917,314.5540147
1943,38.98311754,433.0533999,
1944,93.83178639,383.2831446,
1945,902.722331,602.474039,-300.248292
1946,732.4403997,497.1557416,-235.2846581
1947,271.7552919,680.5472956,408.7920037
1948,735.5775931,590.4348731,-145.14272
1949,79.30007512,394.3899308,
1950,298.0000602,574.0878099,276.0877497
1951,619.4037803,584.7220439,-34.68173644
1952,633.6316261,715.0136386,81.3820125
1953,115.9592288,565.1294538,449.170225
1954,404.3451927,497.283838,92.93864534
1955,1033.832123,372.5163248,-661.3157982
1956,280.4455397,271.9681658,
1957,280.231488,457.7856689,177.5541809
1958,509.7826556,794.4833562,284.7007006
1959,147.9196455,326.6008115,
1960,89.81579498,554.8506328,465.0348379
1961,320.6539492,303.4179064,
1962,361.3743719,454.1898751,92.81550316
1963,489.6751186,891.2814677,401.6063491
1964,61.19362268,451.0718335,
1965,486.1126984,896.3788777,410.2661793
1966,243.8934132,328.936186,
1967,86.76712551,385.1260581,
1968,430.3040524,573.6111314,143.307079
1969,324.1733864,637.8456971,313.6723107
1970,594.8374732,450.3930558,-144.4444174
1971,550.5885352,488.5026747,-62.08586049
1972,504.9070283,734.5205938,229.6135655
1973,168.2534647,317.4373957,
1974,516.8296477,792.8901666,276.0605189
1975,98.02528913,372.8433505,
1976,188.602799,409.0319985,220.4291995
1977,661.6009097,547.0567828,-114.5441269
1978,151.7669186,341.5399291,
1979,222.9404245,562.1108137,339.1703892
1980,63.46503225,459.8249507,396.3599185
1981,295.5817769,744.5191461,448.9373692
1982,294.4542654,311.1101443,
1983,453.6813647,537.6113555,83.92999076
1984,546.7096599,661.5227989,114.813139
1985,275.4610444,397.4341528,121.9731084
1986,318.8595524,485.1388467,166.2792943
1987,275.5537791,695.1178774,419.5640983
1988,1038.193477,459.7617766,-578.4317004
1989,276.8658702,276.4478745,
1990,358.7751478,715.8261306,357.0509828
1991,666.3435006,798.3506754,132.0071748
1992,150.5740624,445.3976801,294.8236177
1993,199.6436977,443.4707171,243.8270194
1994,554.4691917,505.5519635,-48.91722816
1995,847.7868193,1050.997475,203.2106552
1996,979.7803735,623.2660329,-356.5143406
1997,287.3114917,691.5707714,404.2592797
1998,141.13433,545.289775,404.155445
1999,410.9784303,692.8678073,281.889377
2000,606.073289,511.7811392,-94.2921498
2001,225.7084164,604.251479,378.5430626
2002,529.5508238,752.604846,223.0540222
2003,318.2067002,477.1230521,158.9163519
2004,600.1919964,906.9127511,306.7207547
2005,562.828301,756.4711694,193.6428684
2006,493.2626636,803.7751854,310.5125218
2007,499.9624136,691.3641975,191.4017839
2008,82.45607904,434.8308588,
2009,385.2390938,775.0705802,389.8314864
2010,313.0284224,726.7356221,413.7071997
2011,382.843605,639.5419606,256.6983556
2012,407.9147582,715.9640001,308.0492419
2013,632.8849203,489.4337076,-143.4512127
2014,375.5219955,628.6055525,253.083557
2015,772.0337479,927.1678498,155.1341019
2016,607.108928,763.7705314,156.6616034
2017,418.4057927,702.5078089,284.1020162
2018,610.4542123,599.5221788,-10.93203355
2019,275.9937247,613.3115206,337.3177959
2020,293.6361901,710.965239,417.3290489
2021,298.6170443,506.0569705,207.4399262
2022,307.7051207,432.6234072,124.9182865
2023,502.1990166,646.9028681,144.7038515
2024,232.1147856,311.9194596,
2025,311.9227131,279.3012796,
2026,509.0863427,651.4103877,142.324045
2027,374.5793901,786.5674347,411.9880446
2028,478.7662727,896.4204402,417.6541675
2029,143.6877317,495.7924547,352.104723
2030,366.7520752,802.8460654,436.0939902
2031,237.3651361,632.2353411,394.870205
2032,302.9926242,751.2380914,448.2454672
2033,425.8143226,712.0065583,286.1922357
2034,915.9733329,595.2940453,-320.6792876
2035,312.3835084,534.2818041,221.8982957
2036,36.9832752,467.4292105,
2037,612.0702729,771.4096268,159.3393539
2038,320.5936221,484.6563108,164.0626887
2039,786.0566529,600.8696746,-185.1869783
2040,648.9171258,891.5232927,242.6061669
2041,993.9459139,604.4404578,-389.5054561
2042,887.9073499,605.1028769,-282.804473
2043,393.5526893,628.4853705,234.9326812
2044,128.8258755,434.8014962,305.9756207
2045,307.0720163,523.8645429,216.7925266
2046,603.4127129,565.1337533,-38.27895955
2047,453.7963563,811.8484038,358.0520475
2048,488.5332571,561.2372636,72.7040065
2049,800.0474923,534.2971282,-265.7503641
2050,924.4625154,494.0669353,-430.3955801
2051,116.8185436,438.4586737,
2052,328.613272,507.0303764,178.4171044
2053,345.1224269,569.4445199,224.322093
2054,641.0158383,522.9800023,-118.035836
2055,273.4259067,422.871954,149.4460473
2056,70.76877935,412.5113795,
2057,555.2881259,677.4135792,122.1254533
2058,644.9774544,769.036194,124.0587396
2059,285.104977,290.9843886,
2060,331.0612439,706.1516542,375.0904103
2061,262.25392,707.7244054,445.4704854
2062,271.8051667,319.732658,
2063,232.8383167,599.5871286,366.7488119
2064,1056.008889,623.3015168,-432.7073722
2065,197.7051124,292.126633,
2066,325.760378,499.5094785,173.7491005
2067,230.5280901,324.7076679,
2068,346.0658763,563.9590243,217.893148
2069,213.4177072,478.4591032,265.041396
2070,497.7529473,802.2799445,304.5269972
2071,402.9569855,655.7256178,252.7686323
2072,309.7055963,529.0934973,219.387901
2073,287.9215135,355.1031432,
2074,295.3083207,498.5634342,203.2551135
2075,50.2262107,420.5912474,
2076,331.5413416,670.1646211,338.6232795
2077,732.4496116,597.9057247,-134.5438869
2078,540.2922198,930.2414621,389.9492423
2079,356.454747,573.1939586,216.7392116
2080,131.9907121,499.2165889,367.2258768
2081,296.0181064,506.5648286,210.5467222
2082,381.8130647,793.5794849,411.7664202
2083,308.4877257,306.6820379,
2084,233.270097,635.5762917,402.3061947
2085,219.8493605,392.8641242,
2086,585.5117702,729.4138945,143.9021243
2087,358.0975852,437.8259565,79.72837125
2088,314.8864733,547.0498883,232.163415
2089,51.82459211,471.9172098,420.0926177
2090,557.5898839,639.3758785,81.78599457
2091,556.3163825,787.2868676,230.9704851
2092,323.103255,492.120658,169.017403
2093,237.199737,344.3510769,
2094,125.3648749,383.9032301,
2095,371.0167141,443.3739139,72.35719976
2096,196.3596922,407.1200765,210.7603843
2097,343.6948976,542.6750881,198.9801905
2098,138.0721037,568.1863232,430.1142195
2099,220.6620655,527.1216123,306.4595468
2100,256.2302853,627.9259141,371.6956288
2101,324.3248455,566.209986,241.8851405
2102,434.9030297,766.5740306,331.6710009
2103,510.3966988,875.0126708,364.615972
2104,800.4752147,601.5979137,-198.877301
2105,449.6996442,525.360206,75.66056177
2106,553.1524908,500.0366164,-53.11587442
2107,280.5019674,691.2453471,410.7433797
2108,237.9947874,384.4576549,
2109,326.6834227,274.2017795,
2110,600.0364907,485.9893125,-114.0471782
2111,558.2757113,694.5344741,136.2587628
2112,367.2518684,346.007443,
2113,492.1682816,792.3854632,300.2171816
2114,310.7123499,758.2466517,447.5343018
2115,232.2426159,258.4419618,
2116,277.4603329,694.508378,417.0480451
2117,570.7595229,851.2409671,280.4814442
2118,550.0406511,759.404361,209.3637099
2119,963.173029,441.7512845,-521.4217445
2120,474.9307157,647.4964003,172.5656846
2121,523.4536827,517.1550628,-6.298619882
2122,207.5972716,305.8267731,
2123,283.0219651,727.9157174,444.8937523
2124,276.5699487,443.1483472,166.5783985
2125,356.9885186,746.3748401,389.3863215
2126,611.8139555,928.6630538,316.8490983
2127,65.87873814,406.1692297,
2128,569.4947041,576.4390929,6.94438879
2129,511.4010146,455.4752383,-55.9257763
2130,147.395192,552.9944591,405.5992671
2131,599.2839914,632.3418108,33.05781935
2132,272.9585518,359.3071658,
2133,531.1198542,917.4510919,386.3312377
2134,72.95642649,403.6109214,
2135,322.4947076,676.4886346,353.993927
2136,392.2761851,782.1856732,389.9094881
2137,793.8830169,550.8781388,-243.0048781
2138,545.9139168,857.6857829,311.7718661
2139,270.1808359,584.2065905,314.0257546
2140,580.5157133,930.2673808,349.7516675
2141,387.9060922,742.3420295,354.4359373
2142,630.9985658,826.578713,195.5801472
2143,185.8099346,645.2830168,459.4730822
2144,298.0582318,682.2877549,384.2295231
2145,810.9881026,560.0451341,-250.9429685
2146,204.3227132,571.2332957,366.9105825
2147,564.4122863,541.4293004,-22.98298593
2148,84.12304943,390.9639916,
2149,649.6508507,776.6251297,126.974279
2150,152.6930234,418.1536877,
2151,401.0876965,561.5737918,160.4860953
2152,49.65270916,478.3755508,
2153,167.9532813,386.0535163,
2154,534.9803335,685.7688016,150.7884681
2155,431.9072843,719.7366176,287.8293333
2156,314.6633688,716.383016,401.7196472
2157,116.8344357,359.5437268,
2158,798.0862186,485.506188,-312.5800306
2159,196.702997,610.3757035,413.6727065
2160,418.6762484,824.0128408,405.3365924
2161,274.2873045,698.2197539,423.9324494
2162,371.1884665,760.8272625,389.638796
2163,259.1517543,398.398283,139.2465287
2164,226.7334875,350.3672297,
2165,369.8780328,742.8055873,372.9275545
2166,517.5652539,870.3536614,352.7884075
2167,302.9544058,308.3436962,
2168,102.7259337,394.5747133,
2169,277.1916392,447.6524728,170.4608336
2170,302.3824984,423.9225703,121.5400719
2171,573.7450286,709.8028619,136.0578333
2172,249.040476,489.3462819,240.3058059
2173,495.0716791,878.3035303,383.2318512
2174,887.4337568,584.407393,-303.0263638
2175,493.8567422,718.9596434,225.1029012
2176,77.34843475,438.5934456,
2177,203.2461326,347.2064171,
2178,397.0733377,754.2330638,357.1597261
2179,545.1572825,792.6074293,247.4501468
2180,255.9393077,583.013229,327.0739213
2181,479.9044892,903.5475713,423.6430821
2182,378.0521955,791.5916878,413.5394923
2183,180.700745,457.9359609,277.2352159
2184,393.8823101,719.3968305,325.5145204
2185,225.0537589,650.2858909,425.232132
2186,302.065746,679.2678684,377.2021224
2187,447.2553827,632.7850134,185.5296307
2188,976.1107117,420.3240683,-555.7866434
2189,237.9322186,314.4193265,
2190,529.4020082,538.1078286,8.705820434
2191,507.1853265,897.3147813,390.1294548
2192,586.8312148,818.5821695,231.7509547
2193,451.5707508,476.4722016,24.90145084
2194,368.5787786,639.7710648,271.1922862
2195,175.9008978,542.0759013,366.1750035
2196,207.1094034,499.3466553,292.2372519
2197,410.2515935,658.1946051,247.9430116
2198,180.3937658,411.2097537,230.8159879
2199,344.0906207,782.0261924,437.9355717
2200,229.1278089,369.6987917,
2201,452.2792806,745.1141004,292.8348198
2202,666.3320383,979.1592887,312.8272504
2203,539.1603129,648.1106485,108.9503356
2204,471.6135852,807.582139,335.9685538
2205,55.11875301,522.825242,467.706489
2206,187.5371693,454.5470443,267.009875
2207,352.7513297,728.39606,375.6447303
2208,613.8146619,632.9487206,19.13405869
2209,124.6959082,464.0483168,339.3524086
2210,152.9645569,611.1105303,458.1459734
2211,222.3559771,412.2890373,189.9330602
2212,500.9659824,628.8882713,127.9222889
2213,589.2746215,847.7570171,258.4823956
2214,105.8022617,538.7302662,432.9280045
2215,226.804169,504.5382353,277.7340663
2216,232.8074728,642.6307441,409.8232713
2217,133.476305,597.7461006,464.2697956
2218,199.3851483,651.7175075,452.3323592
2219,269.5990006,412.2280901,142.6290895
2220,459.9209823,668.6346394,208.7136571
2221,171.569377,535.4308111,363.8614341
2222,626.3607596,780.5832421,154.2224825
2223,370.9384498,813.2604386,442.3219888
2224,128.9965279,403.5018612,
2225,271.3056665,422.2878931,150.9822266
2226,157.0942348,338.0262453,
2227,162.1859021,334.7205506,
2228,809.6018095,554.7134131,-254.8883964
2229,144.4482421,603.7220625,459.2738204
2230,525.1611879,866.187523,341.0263351
2231,190.0061486,360.0398278,
2232,362.7400287,641.5784142,278.8383855
2233,512.7934096,465.6428875,-47.15052214
2234,477.8107388,889.6833833,411.8726445
2235,140.1033794,336.9530691,
2236,642.3112197,579.6076093,-62.70361041
2237,185.1002251,365.2270151,
2238,167.3907054,528.6764766,361.2857712
2239,230.8662462,363.1344875,
2240,289.3111205,360.3110011,
2241,539.6203229,693.5890534,153.9687305
2242,399.3546478,789.3314181,389.9767703
2243,195.1429597,354.8758837,
2244,102.6130691,461.4822998,
2245,463.0868847,758.3215047,295.23462
2246,357.0249493,709.1967546,352.1718053
2247,754.5821515,916.1931445,161.610993
2248,245.316106,507.8075479,262.4914419
2249,521.3524869,508.8802165,-12.47227042
2250,285.0921283,576.7237953,291.631667
2251,286.1558339,580.1750676,294.0192337
2252,248.6259064,540.3450384,291.719132
2253,301.4854951,519.3232594,217.8377643
2254,498.9619936,797.3847855,298.4227919
2255,243.591147,618.0524975,374.4613505
2256,378.1670697,767.9080484,389.7409787
2257,273.4420224,280.8914484,
2258,382.8400228,719.3740022,336.5339794
2259,288.9883847,483.1300709,194.1416862
2260,633.6478114,562.1630717,-71.48473974
2261,271.1791882,278.8441792,
2262,133.8039776,400.516871,
2263,189.1587573,605.4595389,416.3007816
2264,342.2637914,269.8546087,
2265,225.6700924,390.0932167,
2266,261.8562365,289.5731237,
2267,923.8645001,569.3728968,-354.4916033
2268,629.0982165,742.5151589,113.4169424
2269,254.0316269,295.9985252,
2270,297.899113,466.0477021,168.1485891
2271,334.6531011,573.6779707,239.0248696
2272,231.5708545,387.3556061,
2273,358.469243,678.267844,319.798601
2274,406.1180625,632.6326753,226.5146128
2275,519.9979815,922.1791784,402.1811969
2276,119.0415871,448.080477,
2277,389.0819705,800.6235839,411.5416134
2278,600.0957493,591.5266487,-8.569100606
2279,380.9077104,734.8671173,353.9594069
2280,956.0602067,622.0300433,-334.0301634
2281,216.9822369,585.3813936,368.3991567
2282,725.6373623,601.9943229,-123.6430394
2283,308.4657885,413.0165928,104.5508043
2284,573.506251,747.5208485,174.0145975
2285,472.450055,769.6392506,297.1891956
2286,661.80508,858.3640239,196.5589439
2287,281.367966,610.5750899,329.2071239
2288,265.8769693,712.2601906,446.3832213
2289,217.1492201,554.7934121,337.644192
2290,341.8288317,754.7801817,412.95135
2291,52.23530039,491.3711493,439.1358489
2292,448.0755018,781.3981599,333.3226581
2293,167.5571895,577.8794933,410.3223038
2294,331.6696866,514.6788469,183.0091603
