FID,distance to SAS,distance to stations before,distance decreased
779,330.6861296,188.4589977,
780,486.4551985,68.57443316,
781,353.708253,297.2886214,
782,750.4366472,334.4064405,
783,407.0890274,321.9035405,
784,404.213879,251.4929875,
785,327.4314582,323.16816,
786,783.7604105,317.9380492,
787,767.1850336,305.823045,
788,348.5628382,228.8457322,
789,975.367112,359.9640305,
790,797.2725807,303.326621,
791,453.223691,271.8663557,
792,586.6022165,214.6225998,
793,581.9857883,268.1689347,
794,818.0344481,364.5006313,
795,295.3482142,353.2490509,
796,601.6473915,199.5519696,
797,801.290974,331.9442283,
798,604.1444657,197.3895164,
799,433.5213001,142.6246948,
800,398.2927304,98.52737794,
801,904.092383,270.7196936,
802,759.0599517,288.3219096,
803,904.2926442,230.1883151,
804,855.0059175,404.8566905,
805,674.6149323,230.1914341,
806,640.0199193,259.7503057,
807,794.7485681,102.4183065,
808,754.3492062,334.6335774,
809,734.4625461,165.063243,
810,337.4705676,135.7239504,
811,822.6426003,378.42883,
812,749.1959814,58.46798077,
813,369.4348562,288.1470269,
814,878.3599592,413.7397982,
815,764.4706585,43.09872753,
816,361.9883996,117.7738689,
817,845.5354084,252.2468527,
818,955.146365,395.4318137,
819,360.8917719,287.1544837,
820,689.3465255,111.8630506,
821,744.1827885,283.3120104,
822,545.7208946,83.02992124,
823,736.2934485,399.1777648,
824,854.1664157,147.944772,
825,446.2748118,282.3855048,
826,992.114104,275.4893381,
827,417.4528248,154.6589743,
828,706.5490497,247.7921946,
829,901.151784,325.9263421,
830,407.967352,261.9208953,
831,694.4629639,121.7287051,
832,697.7425847,155.002962,
833,790.9509693,394.010456,
834,363.1869425,150.7632316,
835,421.9402201,141.7506815,
836,751.5622828,58.78457473,
837,895.0743455,431.6295977,
838,685.5600872,218.8071306,
839,727.9810956,274.1086891,
840,844.5276413,244.9608833,
841,441.3844373,187.4949275,
842,718.6399408,284.9808996,
843,352.8437979,339.2641499,
844,568.5353088,232.5322492,
845,743.7720121,405.9546965,
846,630.721343,229.636483,
847,412.7862465,183.6486222,
848,623.90688,244.2202474,
849,400.7018602,336.9119778,
850,336.3653971,230.7004692,
851,941.6146446,475.2047878,
852,741.4525162,59.70533725,
853,607.5186063,288.0962136,
854,645.095124,156.7935716,
855,626.1909444,214.7372589,
856,461.8927197,243.4031732,
857,528.5719073,73.78685509,
858,739.8239,290.2388538,
859,833.690587,230.2456705,
860,666.7197947,138.1960563,
861,840.0876182,238.9244016,
862,496.861511,132.3450553,
863,482.4061539,88.7836975,
864,571.3204901,328.6764992,
865,754.4158473,372.3984974,
866,423.2230755,264.4473642,
867,723.7179426,155.2531374,
868,675.8202737,193.3208134,
869,717.7728621,251.6606113,
870,873.8178832,332.2029035,
871,387.5268032,310.9009304,
872,649.3933724,220.3344389,
873,661.1551179,141.3821334,
874,598.3503521,219.9193781,
875,774.4780969,278.9825047,
876,844.7909757,294.1120153,
877,683.8401187,300.2561065,
878,372.0583234,99.30065743,
879,852.3843183,425.8658748,
880,355.0050213,154.291427,
881,891.9905371,253.0779359,
882,745.9176613,125.4819184,
883,353.4908836,228.2837937,
884,419.2381441,181.9772698,
885,656.9879412,144.4949937,
886,774.0465787,341.9478459,
887,697.2727057,257.7694901,
888,847.2316722,379.7527605,
889,490.5012801,94.87736758,
890,763.2987823,144.975809,
891,884.1690667,425.3221101,
892,744.5955917,273.7884185,
893,338.7095049,321.7899589,
894,631.0286939,190.7748336,
895,857.5325331,80.39101939,
896,673.6488572,246.829158,
897,674.8345241,207.1048922,
898,798.0524292,189.3529418,
